20200101,11,324836,117312,17728,37229,14061,9080,169222,9637,37952,11919,78062,26345,66995,27201,65325,63218,9425,33332,75943,136551,104408,44263,43425,19392,148888,9191,15810,37217,16600,10989,24750,5226,19499,12450,26457
20200101,12,320617,114738,16297,36836,12527,8978,168859,9194,37913,11761,73655,25356,66938,24941,66194,64171,10085,32408,80951,137422,105530,47145,41949,19084,151912,6843,15229,38813,17874,11149,22787,4897,18495,11790,26040
20200101,13,331264,112008,15653,34422,12248,8893,166177,9205,37961,12562,74676,24525,64372,24263,65435,63943,10795,34106,84690,138036,108193,46304,36479,18588,148000,6649,16045,37806,17253,11246,22272,4945,18552,11768,26454
20200101,14,359475,125019,17328,40589,13549,9726,178711,9782,38671,13953,84160,28576,65725,28335,69990,73553,12148,38516,93222,144917,117075,43814,36266,19356,152534,8317,16876,39906,18390,12520,26073,5553,19919,12452,28077
20200101,15,384305,134822,19152,43201,14831,10980,184122,10564,36961,15575,91855,29645,70818,30973,76062,77552,11819,42829,98412,140908,127801,39477,32316,20391,159770,10763,18293,38289,19305,12704,29375,5954,22694,13175,28629
20200101,16,387721,135540,18799,44617,14849,11174,179016,10813,35188,15951,92579,29321,66580,29612,75644,81164,13415,44726,94794,147540,125443,34939,29646,19445,160074,11340,17972,42315,19360,12858,30402,6144,22056,12726,28912
20200101,17,354546,121618,15798,40036,13509,9544,159702,9605,31832,13892,82423,24422,54558,25428,66281,71187,10982,41800,88514,127892,109851,29609,24162,18275,146081,9107,16142,38950,17883,10371,26966,5594,21196,12734,26324
20200101,18,299045,98718,11856,31429,10515,7540,126388,7893,24560,10441,66683,18013,40172,20891,49028,59724,8609,36092,71304,122484,92541,24375,17866,14342,122466,6689,13902,32421,15565,8425,21952,4240,17885,10496,22406
20200101,19,272186,88057,9289,24260,8855,5603,115416,6624,20519,8215,59606,15627,30261,16688,39741,54109,8378,30809,63200,105470,72564,25133,14162,10584,115932,5809,12796,28940,14561,6676,18073,3320,14296,8359,17273
20200101,20,256661,74265,7506,19020,6603,4328,107816,5608,15257,6512,51337,12459,22557,14156,32156,50079,7802,23758,59083,97755,61654,21944,11923,7576,114546,4498,12306,26801,14304,5243,16894,2704,13010,6883,14094
20200101,21,230300,56773,5151,14322,4612,3106,90103,4389,11158,5521,40919,8917,17859,10164,21559,42928,6588,18610,49509,80916,45158,18361,8041,5793,103692,3199,9594,23989,12692,3779,12935,1981,9090,5213,10487
20200101,22,170933,37127,3058,8834,2781,2062,67560,2832,6293,3372,27686,6006,13153,6781,13848,29085,4809,12844,36014,54867,29012,11657,5139,3333,73573,2009,6572,16970,9525,2260,8623,1230,5714,3641,6448
20200101,23,107623,22271,2144,5851,1755,1237,41651,1530,3887,2289,16194,4329,8003,3866,8994,16197,2867,8227,25126,31701,16698,5285,2936,1941,41391,1237,3476,10197,6036,1591,5076,755,3408,2058,3573
20200102,0,62778,12277,1232,3294,1024,776,23535,1080,2222,1421,10358,3185,4893,2212,6005,9601,1759,4931,16521,18190,10608,2864,1831,1126,21914,690,2002,5814,3506,931,2748,418,2056,1084,1912
20200102,1,40492,8007,709,2095,466,572,16003,532,1414,1125,6821,2246,3289,1439,4473,6223,1196,3551,11796,12067,6292,1789,968,658,13638,410,1458,3264,2252,643,1973,308,1334,678,1336
20200102,2,32815,6850,540,1799,362,517,12065,438,1364,1041,5717,1959,2622,1227,3639,5211,856,3182,9494,10413,4981,1360,969,420,10004,270,1203,3019,1699,692,1796,220,1093,689,1219
20200102,3,36717,8530,672,1921,398,587,14511,514,1374,1232,6471,2338,2615,1411,3708,5658,969,3851,10056,12517,5706,1522,854,673,11532,282,1321,3765,1723,753,1975,321,1228,658,1579
20200102,4,64090,16487,1009,4127,671,929,29618,1011,1526,1687,9707,3529,4330,1964,5804,9748,2102,7294,14584,23213,9289,2741,1550,1657,26600,637,2562,7862,3603,1229,3316,598,2514,1260,2989
20200102,5,142571,36216,2457,6422,2025,1674,66960,2003,3846,2807,18987,5600,7650,4473,10401,24530,4693,15302,24384,52238,20431,5131,3248,3350,85600,1639,6793,21596,10722,2017,6559,1242,5353,3418,7310
20200102,6,248187,68193,5778,12312,6126,3181,102063,3956,7760,3946,36299,8563,12550,9489,16023,45629,7871,24848,35758,79676,41411,7236,6666,6488,141585,4871,13849,39862,19879,2955,13252,2699,13670,7343,15379
20200102,7,321245,104416,10363,19237,11435,6021,117370,6532,13954,6333,65543,11523,16550,17885,26068,67328,9403,34847,46691,110346,75238,9688,10892,9871,178947,10640,18347,50804,24888,4013,23412,5802,24470,12585,25308
20200102,8,302631,98066,10254,23079,11914,6628,138970,6841,14695,6711,66706,13491,20490,16856,32407,63103,9754,32945,49425,110329,77641,11546,15579,9054,170567,8617,16777,46004,23580,5022,22671,6660,22530,11904,22232
20200102,9,282018,93167,8526,23300,9410,5697,122569,6834,15482,8064,58821,14416,21554,14355,33133,61168,10110,32930,56761,104237,71411,14672,15502,9691,149229,6762,14911,39560,18794,5398,19486,3976,18387,10992,20892
20200102,10,307976,106109,11183,27147,9311,7139,134286,7298,17771,9968,66353,19155,29460,17048,42576,66528,10977,35382,68696,110029,85056,21264,20767,11665,140776,8238,15602,38599,17334,6804,20674,3778,19573,11017,22377
20200102,11,324038,109421,12520,29684,9115,6779,146076,7533,18729,11689,67180,21775,34653,18293,50281,67263,10846,43338,79305,116458,89491,29960,25969,12720,135201,8213,15300,38241,17402,7647,22216,3843,19130,11043,22145
20200102,12,321212,104607,11951,26890,8202,6654,141612,7299,18393,10615,64242,21376,34455,17389,48300,64434,10643,30862,78882,117886,86009,34945,25293,12411,130141,6295,14181,35305,15216,7753,20227,3359,17263,9877,21321
20200102,13,331174,105313,11663,28963,9578,7009,145694,7329,18834,10548,66495,20487,32264,17035,49515,62556,10703,31663,79057,118291,87490,33318,25604,11682,142214,7075,14890,37485,16915,8201,20478,3817,18615,10441,21751
20200102,14,337396,102919,11862,29726,10427,7500,150572,7809,20160,10793,71352,21158,32265,17877,49839,62889,10345,35660,79623,120069,93250,30736,25549,12023,147233,8616,15883,40474,18240,8055,21292,3935,19010,11080,22222
20200102,15,340639,107280,12320,30370,9974,7899,147452,7712,19552,10660,71671,22165,32673,18640,49707,66598,11600,36402,78554,115651,92394,28075,24743,11752,149379,8762,16657,37007,18910,8095,22567,4152,19793,11135,23376
20200102,16,338451,107676,11676,29794,11076,7763,144532,8175,19954,10171,69992,21154,33136,18203,49880,69658,11120,32435,80478,116513,91469,25462,23036,12070,158258,9093,16104,42280,20283,7234,23116,4486,20127,11752,24113
20200102,17,333273,111730,11321,27659,11937,7500,134320,8046,19399,9554,66888,19901,30024,17051,46839,63491,10363,30535,75788,117204,84366,19947,20410,11641,162133,9242,16703,46237,22374,6820,22731,5097,22231,12555,26244
20200102,18,298945,97213,9924,23034,10076,6824,116456,7017,15678,8540,60788,16932,24976,13627,39251,54799,8727,26608,68266,103221,73467,14480,15575,7975,159413,8332,16041,43261,23373,5483,21406,5776,21020,11583,22001
20200102,19,241560,73662,6427,16201,6435,3923,91379,4649,10140,6206,44738,13176,18955,11018,28363,41308,6616,18261,60560,77492,52699,10393,9258,5525,130357,5011,12494,34826,17910,4475,14228,3166,13776,7195,14275
20200102,20,217665,59521,4988,12771,4424,2908,77376,3762,7841,5258,36611,10374,15993,8646,22987,32866,5261,15211,55903,63650,38737,7746,6689,4107,104436,4229,11572,28352,16035,3275,11066,2201,10864,5296,10418
20200102,21,194461,44145,3957,10274,3564,2316,65834,3120,6383,4690,31359,9273,14498,7208,17877,27202,4375,11915,51775,50983,31075,5341,5074,3294,90200,2699,8579,22812,14312,2758,9470,1848,8619,4041,7330
20200102,22,157652,33592,2757,7253,2416,1800,51433,2291,4680,3675,24745,6768,11179,4883,13567,21976,3479,9027,44122,38977,21961,3461,3562,2352,68353,1942,6439,17478,11177,2221,7246,1308,5507,2829,5280
20200102,23,112308,23437,1635,5652,1717,1473,36909,1439,2719,2516,18121,4991,8426,3213,9164,15862,2623,6618,35412,28816,14805,2418,2398,1562,44561,1350,4083,11619,7967,1427,5409,782,3650,2122,3663
20200103,0,82799,15835,1236,4050,974,910,25105,897,1883,1805,13349,3752,5688,2294,6243,10975,1707,4758,27510,20463,9867,1666,1347,1040,27526,894,2598,7250,5055,1186,4048,638,2477,1326,2345
20200103,1,59306,10582,748,3137,516,843,18080,753,1638,1592,9671,2643,4161,1633,4709,8525,1611,3988,19901,15401,7131,1119,1106,813,18238,498,1907,4981,3449,937,3071,436,1630,946,1699
20200103,2,48045,8526,597,2663,462,596,14987,560,1070,1530,7776,2139,4062,1372,4027,7374,1124,3721,16531,13067,5816,985,946,708,14017,382,1382,3958,2616,907,2933,384,1301,853,1255
20200103,3,49712,11119,745,2665,457,585,16258,573,1497,2217,7682,2783,4102,1528,5028,7460,1208,4824,15914,14736,6121,1137,890,676,13996,414,1685,4438,2428,944,2829,438,1644,898,1805
20200103,4,67423,19266,1271,4359,622,752,23897,945,1897,2360,9846,4226,5961,2029,6306,10403,1880,7204,20064,21015,8788,1423,1325,1535,21374,533,2789,7747,3866,1066,3593,567,2755,1291,2948
20200103,5,115647,34290,2331,6727,1813,1479,50183,1850,3169,2727,15853,5416,8447,3562,9326,18055,3174,12593,27277,42004,16287,2447,2263,2733,63293,1478,6455,20639,9820,1395,5802,1030,5411,3197,6416
20200103,6,194381,57286,4608,10223,4622,2576,80570,3411,5508,3380,28258,7804,10258,6404,13730,32332,5449,18684,33945,68481,32193,3668,4927,5244,117178,3860,12381,35563,17975,1803,8618,2127,12737,6730,12812
20200103,7,280641,88619,7319,16508,9382,4536,107389,5630,9771,4898,49865,9823,12748,10376,21362,52710,7815,27672,41194,95931,56061,6135,7981,7957,161767,8751,16755,47912,24678,2555,16767,4896,23052,10756,21311
20200103,8,299510,92120,9066,21511,11129,6235,113071,6395,12839,6050,60316,11726,17259,13555,28896,59637,9205,31562,47606,104302,68105,8739,12998,8618,164192,8515,16141,45764,23525,4019,21012,6203,23023,11539,22585
20200103,9,300402,93888,10539,24760,10239,6575,124192,6786,15700,7450,63400,14041,21636,14708,32896,62140,9884,34317,58476,104724,72037,12200,14675,10488,153904,7059,15066,43033,20320,5226,19643,3999,20097,11208,21805
20200103,10,320228,107077,11771,29548,9762,6886,138056,7569,18728,10219,70102,19733,29140,17090,40767,76110,10131,36631,71535,113065,87131,18729,19080,12090,148400,8560,16265,38389,19478,7251,21752,3850,21221,11898,23467
20200103,11,332667,110332,12540,29566,9259,6511,146669,7642,19077,11425,70348,22207,35419,17907,46121,64506,10888,36679,76943,118044,89868,25550,22688,13614,138574,9266,15619,37559,18244,8044,22589,3663,19745,11502,23794
20200103,12,333576,105837,11484,29247,8615,6377,145030,7325,18521,10179,65926,22299,35387,17057,45773,65537,10196,35206,79336,116089,90032,28459,23437,12463,137102,6871,15077,37127,17494,7570,21545,3361,18146,10183,21185
20200103,13,340362,109811,12837,30656,9929,7540,152637,7443,19326,11489,73006,22109,36119,17787,48295,63186,11160,36468,81230,119831,94275,29141,24490,12504,144540,7330,15653,35772,19027,8071,22336,3609,19774,11197,22317
20200103,14,366144,104966,12992,33653,10688,7751,162362,8102,21437,12026,78170,22935,37978,19009,51627,67636,12392,38625,87662,124995,102197,30791,26519,13201,150757,10490,14772,34371,19179,9091,24382,3958,20865,11578,21917
20200103,15,386427,117412,13434,35206,11401,8557,166449,8182,21604,12681,80435,24313,40311,21577,53600,78936,13260,39546,92530,127514,103911,33159,26576,13136,160160,11521,16914,30417,19896,9008,26119,4027,21504,12277,25622
20200103,16,400061,128485,15198,38217,12398,9270,176016,8835,23516,13082,79396,24432,42497,23501,54622,78057,13683,40165,98046,142675,110260,31463,26362,14152,165953,12208,17825,38859,21168,9732,28955,4496,23614,13183,28329
20200103,17,421336,134778,16317,37702,14090,11235,170550,9656,24526,12762,87025,24690,41146,24533,56907,79179,12273,41963,96277,139361,112052,28367,27416,14279,163853,12637,17766,41686,22181,9631,31124,5775,26594,15372,30233
20200103,18,407648,128191,16281,35354,13787,12153,164755,8943,21263,13570,89636,24088,38821,25195,56017,75118,12916,43022,95666,128479,113577,25545,23961,13907,157522,11642,17142,40372,23555,8987,31479,6258,26987,15153,29181
20200103,19,345687,99198,11207,27131,9708,8418,145293,6550,18293,10182,75177,19366,34018,20271,44643,68872,10060,32584,87697,113183,90648,20457,15284,8876,147934,8077,13738,36002,20983,7573,25426,4236,19204,10239,21999
20200103,20,306051,78717,6819,20150,6286,4993,125930,4741,12584,7951,58139,14841,28131,13604,35173,58828,9118,24728,77448,99161,67994,16938,10686,6125,133871,6012,12406,30415,17751,5811,18517,2976,15551,7227,14747
20200103,21,268332,56288,5300,14290,4346,3400,103121,3868,9179,5534,44793,12413,20920,9718,27046,44694,7675,19699,65873,78756,51410,14924,8602,4160,119228,3364,9666,23644,16020,4289,13515,2383,10096,5370,9648
20200103,22,208612,38739,3328,9065,3410,2444,76537,2885,6831,4070,34077,8897,14991,6227,19416,31340,5265,12813,49907,58529,34360,10784,7094,2773,90296,2500,7660,18559,12885,3455,9695,1688,7222,3729,6294
20200103,23,144902,26440,2099,6690,2122,1727,52103,1829,4171,3074,23912,6244,10475,3940,12713,20192,3353,8235,37004,40146,21236,6024,4447,1870,60076,1718,5244,12762,9797,2308,6378,1023,4807,2523,4040
20200104,0,97966,18344,1517,4178,1359,1158,34205,1232,2853,1847,16626,4175,5989,2314,9108,13536,2127,6062,26377,26850,13287,3583,2550,1301,37712,1127,3814,8652,6355,1455,4361,758,3008,1778,2648
20200104,1,69127,12305,893,2984,822,653,24959,875,2222,1489,10931,2896,4295,1664,6998,8950,1483,4151,18001,19379,8606,2672,1781,901,26312,716,2551,5882,4851,1185,2971,551,2184,1205,1608
20200104,2,52807,9039,610,2530,522,698,18689,621,1605,1027,8478,2361,3252,1440,5105,7977,1135,3774,13780,15754,6541,1820,1450,716,19209,602,1963,4426,3634,932,2964,486,1614,1020,1663
20200104,3,47297,8840,618,2437,480,579,16166,520,1590,1433,7954,2612,2917,1468,4981,8388,1114,4345,12953,16012,6752,1817,1278,731,16571,486,1733,4292,3151,1001,2705,431,1733,846,1491
20200104,4,56987,14608,1067,3449,713,650,20696,849,1901,1386,9029,3570,4232,1712,6244,8704,1315,5810,14704,22136,9191,2636,1445,1101,22098,610,2558,5823,3681,1050,2900,579,2500,1219,2237
20200104,5,90089,24449,1837,5301,1506,1119,39984,1489,3574,1834,12928,4836,5552,2828,8249,14784,2666,8853,19367,38335,14925,5685,2911,1943,52685,1209,5399,12994,7824,1120,3901,853,4330,2528,4618
20200104,6,144122,39847,3374,8978,4401,1898,62168,2677,6054,2637,21905,6753,8408,4612,12444,25632,4873,13438,26430,56869,27896,8717,6396,4242,78960,2725,8456,18004,10500,1367,6222,1507,8288,4462,9580
20200104,7,199788,59299,5022,13833,5651,2988,78286,3684,7787,4017,34461,8944,11755,7685,20957,39184,7081,19225,38672,75483,45381,9996,8294,4742,89675,5058,10848,19627,11818,2101,9451,2497,12616,6337,12845
20200104,8,268007,74560,6790,19786,6975,4462,113617,4836,12159,6278,50737,11673,19391,13663,30218,53510,9442,25794,55129,99772,62391,17716,12625,7058,114725,5345,12662,25033,16337,3318,14546,3372,15740,7433,15369
20200104,9,338748,102685,10513,30152,9818,6596,149529,6701,18753,9750,70223,18641,27938,17497,44929,70119,11729,32850,75317,123350,84173,28644,19293,10024,143422,8035,15218,29558,18215,4895,22198,4344,18717,10134,20521
20200104,10,385538,131722,14309,40372,12675,9244,185126,8182,26021,13075,91031,25431,41949,25674,58978,84824,12363,41069,88669,142979,95695,40188,27713,14260,158845,10892,17263,33646,18401,6975,29291,4974,23234,12161,25799
20200104,11,387355,136070,16371,42377,14114,9906,195344,9158,31229,14652,97533,28299,48621,28985,65634,88772,12558,47754,90728,148791,101281,47300,34913,17335,163712,11406,17263,36907,19091,11006,31633,5760,23860,13638,27674
20200104,12,356511,124234,14607,37220,12412,9060,175692,8863,29973,13251,86459,25601,44588,24484,60337,80568,12840,40571,88727,141242,90244,48095,35105,15526,163323,10471,17141,36729,18800,7281,28226,5306,21309,13005,26961
20200104,13,363416,122936,14122,38671,12409,8862,173175,8690,27758,12785,86159,25208,43684,23937,59994,77867,12278,36261,88794,139712,89236,45221,34272,15523,166017,9304,17635,37477,18684,6575,28241,5120,21452,12191,26708
20200104,14,388014,125382,16342,42444,14170,9541,185129,9278,30500,13680,93730,27836,47472,26044,64056,82459,13589,38938,91717,146778,94616,44896,34707,16028,168499,10520,17499,38258,20749,8272,29909,5612,22426,12848,28653
20200104,15,399648,132746,16706,44374,14532,10319,195700,9932,32052,13844,97955,27497,50267,26711,66937,80164,14018,41958,94908,152427,97937,43896,36220,17491,172474,11206,18341,34718,20251,10768,31601,5818,23577,13507,30007
20200104,16,401181,137646,16795,44122,15321,10264,194458,10111,32927,13269,96418,24978,48231,26977,66559,84574,13475,42570,92540,152031,95913,41440,34586,18014,176705,13535,18799,42629,22189,11021,31869,6030,24904,14593,31296
20200104,17,378500,130604,15737,39206,15278,9509,188178,9610,31090,12222,90485,22839,41545,25291,60135,77838,13576,39281,82854,141993,88658,35877,30263,16223,170045,11787,18223,40745,21929,9847,30005,6706,25297,14647,30626
20200104,18,321310,98330,11155,27956,11479,7092,147529,7937,24419,9773,72012,17473,30497,18653,45550,61909,9974,29975,66808,116919,69218,28791,22322,12741,146790,7625,14963,35400,19112,7749,22794,4739,18958,10774,24037
20200104,19,259903,72492,8154,20308,7832,4670,110933,5617,17459,6708,55184,12655,22238,13101,32572,47737,7816,21065,54190,89734,50189,22769,14931,8445,115385,4789,11849,25820,15446,6317,16930,2982,13532,7359,15200
20200104,20,232601,60634,6858,14358,6275,3486,95132,4564,13358,5100,47981,10611,16913,10344,25138,39269,6705,17086,44768,75263,38961,18622,11539,6756,107549,4055,10941,23091,14634,5000,12979,2487,11028,6045,12063
20200104,21,210189,49044,5003,11438,4959,2576,86252,3900,11335,3739,38954,8594,12590,7288,18928,31724,6324,13506,36496,65422,30672,12796,8609,5298,105054,3287,9263,21620,14075,3654,10679,1911,9282,5034,9950
20200104,22,163773,34646,3360,8092,3479,1880,63777,2865,8202,2636,27395,5763,8903,4879,13559,23076,4191,9504,31171,48590,21000,7540,5096,3265,81383,2459,7139,16715,12246,2600,7166,1305,6653,3546,6619
20200104,23,113008,23477,2109,6040,2132,1263,43052,1822,4574,1898,18749,3776,5583,2814,8963,14679,2375,6304,19415,33458,13347,4869,3131,2477,53090,1631,4752,11287,8782,1751,4787,826,4128,2464,4248
20200105,0,71491,14786,1344,3712,1254,819,28791,1264,3346,1074,11512,2564,3652,1960,5848,9249,1597,4290,12236,21276,8781,3304,2167,1100,33196,1037,2928,7578,6066,1226,2814,501,2693,1752,2665
20200105,1,47490,9433,847,2993,730,416,20033,813,2053,996,7448,1841,2228,1233,4410,5435,975,2684,7898,14410,5262,2287,1238,780,21757,704,2056,4869,4220,888,1538,364,1981,1114,1684
20200105,2,32479,5977,658,1913,640,419,14930,435,1371,554,5116,1444,1971,878,3265,4580,683,2406,6119,11537,3550,1684,1220,605,15043,425,1566,3642,3027,700,1306,211,1200,643,1129
20200105,3,26481,6018,534,1440,503,386,11513,431,1219,529,4330,1114,1771,872,2826,3807,570,2011,5251,10700,3348,1482,1009,457,12140,355,1184,3030,2460,530,1089,185,1197,547,1066
20200105,4,27540,7851,778,1775,457,287,12112,506,1495,490,4598,1471,2136,821,2911,4233,595,2327,5364,12597,3855,2082,1332,601,12580,447,1594,3729,2340,491,1081,230,1608,631,1321
20200105,5,34262,11678,1168,3053,1083,461,15495,922,2353,876,6329,1922,3144,1445,4701,5576,605,2893,6912,15617,6426,3716,2041,1235,13333,667,3054,3555,2192,640,1810,424,2127,1304,2198
20200105,6,69992,19719,1855,5331,2174,920,31184,1530,4177,1235,11123,2630,4533,2301,7316,11798,2100,6072,10698,29626,11050,6116,3707,2578,36269,1354,4417,9006,5413,984,2635,754,4009,2167,4461
20200105,7,107845,31374,2757,8903,3339,1440,45229,2170,4502,2017,18143,4005,6531,3800,12006,19264,3630,9007,18313,42437,18974,6535,4997,2747,47540,2397,6076,10552,6511,1530,4805,1247,6143,2897,5539
20200105,8,157837,45793,4414,12435,4466,2464,64745,3000,7753,3724,27867,6851,10498,6252,19176,27487,5226,13109,28308,59327,28967,10976,8878,4468,67210,2906,8053,14559,9957,2545,7576,1752,8727,4202,7640
20200105,9,225944,71328,7449,20371,6787,4035,101005,4785,14434,5642,45511,11326,18566,10675,30028,44996,8126,18917,40122,80701,45359,17669,15135,7853,100132,4890,10998,21043,13703,4843,13166,2763,12391,6680,13245
20200105,10,293550,95480,10896,29822,9175,6478,139859,6666,23607,8754,63716,16614,31563,16735,45936,57886,11214,25169,58583,109268,63682,29359,23484,11501,132681,7142,14453,27273,16172,7644,19332,3939,17320,9338,18770
20200105,11,325889,107925,13455,34006,10950,7733,165255,7777,29014,9918,72864,20876,41853,20255,57985,65240,11613,30102,72148,130388,75805,41496,31645,14387,143484,7694,15886,29646,16783,9916,22271,4399,17920,10640,21639
20200105,12,325776,102277,12080,33540,10259,7083,164167,7517,28318,10545,71310,20958,42884,19828,58946,67941,12261,30935,78483,136181,75723,44561,32291,14102,147047,6234,16173,32330,17641,10273,22372,4333,17363,10155,21749
20200105,13,344459,107788,12543,36558,11204,7882,168619,8183,26981,11321,78437,23321,44206,20345,61486,72673,13825,33361,84420,138348,81501,43331,31976,14886,154609,7335,16945,40820,18342,10412,24130,4683,18421,10045,23112
20200105,14,384079,123695,14816,42382,12472,9693,186963,8844,29811,13156,89279,26585,52847,25132,70897,80522,15439,39976,94801,143578,94203,44015,31891,15769,164059,10269,17643,40832,18875,11086,28655,5241,20644,11329,26502
20200105,15,404593,134199,16380,46757,13944,10583,200169,9740,33353,14749,95912,27522,58280,27655,76004,87425,17007,45218,104427,147354,104256,42925,31943,17089,167268,13126,18071,37255,19204,12095,31695,5642,22616,12731,28759
20200105,16,412639,138447,16526,48042,13960,10788,195689,10427,35733,15037,96880,26196,57171,30272,74072,86453,16257,44135,106889,141826,107867,39746,29731,17967,163784,12271,18327,42633,18967,11459,33401,5847,24161,13442,29622
20200105,17,382811,125440,15749,43801,13831,9886,176283,9651,32468,14031,88622,23614,48774,26927,67226,80056,14625,40231,95395,127853,94897,35079,24212,16710,154613,10579,17664,39682,18854,10080,30106,5566,22850,12553,27925
20200105,18,334494,101192,11922,31933,9829,8130,145971,7790,26456,10360,72925,18578,36829,19580,51299,65501,13297,32807,80979,109745,75246,28402,18092,13165,129131,7120,15297,32954,15919,7704,23626,4362,18638,9983,20725
20200105,19,296820,86294,9250,24038,7784,5679,128253,6264,20574,8515,62521,15638,27311,16358,40631,55881,10739,26373,74320,95698,58908,21736,13407,9148,116017,5762,13943,27022,13826,6442,18645,3146,15068,8234,16515
20200105,20,278469,76011,6902,19424,6215,4525,118240,5641,15435,6999,55575,13224,23448,12977,33714,51036,10610,22517,68311,86957,48183,15922,10586,7163,115178,4587,12443,25345,13931,5398,16738,2519,12806,7023,14746
20200105,21,262718,58829,5429,14801,4365,3406,99828,4354,11481,5245,44858,9707,19827,9845,25035,42980,9029,18146,59620,72622,34887,10894,7806,5456,101582,3471,10283,22910,11904,4598,13688,1954,10074,5438,11194
20200105,22,201091,39728,3211,10300,2914,1955,74531,2976,6790,3793,29347,6971,15054,6911,16162,30864,6597,12993,43760,51903,22052,6914,4825,3520,72192,2200,6913,16591,9615,3026,9000,1251,6510,3632,6533
20200105,23,131401,24667,1913,6393,1851,1547,46566,1591,4046,2316,18175,4720,10684,3965,10422,17401,3870,8112,32126,32323,13096,3904,3237,1829,42872,1274,3711,10318,6341,1754,5456,755,3572,2129,3773
20200106,0,78735,14431,1247,3825,996,831,26266,855,2384,1416,11584,2775,5778,2202,6123,10752,2655,4886,20080,21149,8022,2293,1595,1046,24230,739,2308,6055,3981,1263,3308,464,2539,1248,2239
20200106,1,51570,8678,743,2465,536,611,17079,614,1542,1203,6851,2155,3992,1621,4637,6753,1254,3698,14222,12945,5227,1171,1160,668,14505,403,1319,3391,2450,659,2143,300,1370,730,1438
20200106,2,40050,7673,611,2149,364,466,13957,492,1257,1231,5907,2327,3238,1374,3406,5142,882,3117,10997,10655,4200,829,885,591,10810,288,1365,3050,1903,817,1728,193,1133,682,1091
20200106,3,42615,9650,601,2178,325,590,15870,510,1439,1688,6961,2796,3924,1621,3756,5606,983,4356,11841,12577,5151,1156,942,773,12108,298,1411,3645,2037,906,2338,295,1321,760,1805
20200106,4,72065,18105,1034,4356,624,822,30432,1016,2555,2151,10481,4124,5567,2709,5916,10416,1953,7717,16488,24109,7969,1429,1445,1739,27955,649,2746,8651,3905,1360,3453,486,2726,1510,3439
