id,hhb,hbo2,ca,na
10049,7.5828595,4.1308165,6.6359334,2.508977
10050,8.57533,4.974314,7.62268,2.2470555
10051,8.738446,3.842157,8.101452,3.5571434
10052,9.245934,4.123864,8.015446,2.9357607
10053,9.262324,3.6410966,10.868747,5.340152
10054,7.2010508,3.7665355,10.412361,2.8329148
10055,9.291991,4.1392255,10.178459,2.7224326
10056,6.977407,3.598664,7.4776573,3.846587
10057,8.2368145,3.549955,9.417206,3.5129435
10058,10.354831,4.8185525,10.1659775,2.9195416
10059,7.2866616,4.342751,9.111924,3.4312527
10060,8.096009,3.7533138,10.128511,2.824795
10061,9.102683,3.5535939,9.049065,3.1728175
10062,5.9991136,3.2240355,6.66012,3.1727633
10063,5.04349,4.2480483,6.8124375,1.9647218
10064,4.925517,3.7818255,7.6469035,2.5186486
10065,5.3704834,3.9775183,6.8319235,3.60619
10066,9.0009365,3.8470502,10.105836,3.4975502
10067,7.6361666,4.2186174,6.3624945,2.9681711
10068,10.997001,3.9406714,9.766285,1.7969594
10069,6.335299,4.7424746,9.190611,4.3488493
10070,6.4071417,3.293716,8.247613,2.7119212
10071,7.700805,4.0388355,9.299349,2.7675695
10072,8.244827,3.1911223,7.343227,3.1829925
10073,6.739241,4.880635,9.4419565,1.9951575
10074,8.726272,4.1219826,8.575104,2.2045462
10075,6.0808573,4.046671,12.627347,3.0728068
10076,7.5920596,4.1987467,8.377622,4.224996
10077,9.430212,4.232953,9.508475,2.6038134
10078,7.651692,3.694845,11.816279,3.826156
10079,7.5024047,3.372698,8.971869,3.0534532
10080,8.606589,3.457422,8.939121,2.3503413
10081,10.060802,4.5513115,9.236315,2.5633898
10082,8.614016,3.8304644,9.219695,3.1675265
10083,7.824039,4.803208,8.305597,3.0411408
10084,9.694513,4.0429444,10.943019,2.5569377
10085,9.276286,3.7822595,9.049493,3.6339133
10086,10.389869,4.2505846,8.370442,1.5652915
10087,7.7966833,4.992375,9.69917,3.7228286
10088,5.9681134,3.4211953,11.807497,1.771198
10089,9.380503,3.987491,9.72045,3.0188966
10090,6.1082706,4.375721,7.948949,3.2643492
10091,7.678004,4.2250433,10.114086,2.6839716
10092,8.0787735,4.404513,10.1088915,3.487522
10093,7.42361,4.8028817,8.99487,1.9597504
10094,7.158571,3.9791062,9.248855,4.281376
10095,6.3999863,3.9867733,9.774785,2.936635
10096,6.464836,4.0503473,9.124163,2.3304286
10097,7.478604,3.8368065,11.229039,3.5845401
10098,6.88246,3.6654396,9.195267,3.9098673
10099,8.757726,4.319588,8.811159,2.7838097
10100,8.708729,3.8386116,10.025862,3.5425787
10101,6.800177,5.3264213,8.896575,3.7007532
10102,6.8452225,3.6168606,10.286707,2.1112165
10103,9.314842,4.517179,8.919214,1.8590243
10104,7.5094085,3.569213,8.55103,3.3355432
10105,8.380149,4.0188622,10.27238,2.9838777
10106,7.077209,4.230429,10.037808,2.7023728
10107,7.4454446,3.315722,12.538515,3.1693823
10108,4.668099,3.3656285,7.5795836,2.8026626
10109,6.6727824,4.7726398,7.6636305,2.169907
10110,7.955948,3.5039856,9.516133,3.0622618
10111,7.8219213,4.493742,8.040195,2.2344933
10112,7.341253,4.025367,9.932841,3.2711833
10113,7.9053774,3.9484568,9.899708,3.1431038
10114,7.4163985,4.2124147,9.732559,2.4189098
10115,7.7291775,3.8015103,7.6423507,2.0602396
10116,6.8304873,4.3826647,9.753961,1.2258658
10117,6.1166224,4.683274,9.630165,3.0383906
10118,5.891418,4.549413,9.0429535,1.0191572
10119,7.570013,3.8836498,7.757124,4.1658783
10120,8.631098,3.7437372,11.0881405,4.001438
10121,8.085257,3.7152836,7.684145,2.9394464
10122,7.719393,3.9766877,10.3954315,3.425418
10123,8.763275,3.8969789,7.79724,3.0493965
10124,8.659089,3.8529468,11.524069,3.2562218
10125,8.428524,3.9520319,11.187222,2.9555864
10126,6.73603,4.380784,8.7913,2.190159
10127,9.648346,3.445297,8.6397705,3.216467
10128,7.6771297,3.6183202,8.507402,3.0320415
10129,8.307665,4.0313597,8.243807,3.840262
10130,7.674498,4.3000784,9.191826,3.5024023
10131,8.334427,4.4787126,8.919224,4.575683
10132,8.087898,3.4982831,8.530851,2.2667727
10133,8.035065,3.5435395,10.219637,3.0532646
10134,8.097687,3.9152195,9.195575,4.1212077
10135,10.065729,4.875068,7.6346445,1.5741274
10136,5.5403275,4.0766606,8.458439,4.750945
10137,8.572836,4.233427,9.323353,2.7605734
10138,7.062053,4.2906876,7.7331533,3.3489523
10139,10.325977,3.6936753,8.936904,2.994971
10140,7.591376,3.834391,5.990973,4.1539593
10141,8.303007,4.6009254,9.72547,2.3139255
10142,8.177095,3.9228797,9.089123,2.3273454
10143,11.599565,3.9358969,6.114271,3.5620005
10144,7.628273,3.757712,9.242575,2.8591619
10145,5.9078603,3.9025898,8.20162,2.763496
10146,8.172253,3.7517252,9.943893,1.7634643
10147,6.7225666,3.9437308,6.727032,2.547215
10148,9.087222,4.477584,8.962641,2.970063
10149,7.671924,3.998126,5.4728947,2.9107637
10150,7.385887,4.006713,9.314575,3.9069395
10151,9.248535,3.6404479,9.505391,2.56462
10152,7.3674874,3.848695,10.24909,2.3432164
10153,5.5071898,4.159279,9.696446,4.6060786
10154,7.025524,3.5377016,8.821508,2.9728115
10155,7.4794307,3.9626064,10.82163,2.7928584
10156,5.7164793,3.4925416,8.109764,3.7430387
10157,7.022335,4.845376,8.932133,3.4991975
10158,8.782315,3.3004637,7.971123,3.7265272
10159,7.093806,3.670939,7.6532373,3.0571756
10160,6.5955596,2.446804,8.206797,2.490479
10161,6.305017,4.404713,10.72988,3.7714252
10162,8.376469,3.7231572,10.465238,2.8497057
10163,8.113646,3.996405,9.883363,2.557337
10164,5.9621916,4.636788,10.083455,2.5600069
10165,5.29453,4.0992365,7.852097,2.6780674
10166,7.812114,3.7857609,9.5222845,3.0241632
10167,7.916173,3.8448102,10.904485,3.0886798
10168,8.799689,4.3693047,8.012218,2.5844462
10169,7.0201225,4.433841,11.379735,4.4397435
10170,6.5514317,4.7840295,11.236157,3.9149542
10171,8.482281,3.9622831,7.079943,3.8927999
10172,5.880153,4.4283876,8.799306,2.8367643
10173,9.013045,3.7925363,7.438677,3.975723
10174,7.832255,2.9908888,11.076215,-0.4312926
10175,8.3264,4.602127,9.5428505,3.883706
10176,5.12575,3.3266602,8.565228,3.393815
10177,7.699051,3.2388875,9.312962,4.106481
10178,7.384946,4.1354494,8.534975,2.787253
10179,6.177332,3.4957693,8.45693,2.544382
10180,7.7092314,3.6748803,7.9699607,3.4106467
10181,7.9074388,4.2324514,9.079378,2.8214376
10182,4.653963,4.022294,5.7149687,2.7180703
10183,6.4703145,3.9961522,9.064101,5.1336775
10184,7.3154006,3.8489919,8.124127,2.7717547
10185,9.757668,3.133579,7.5815578,2.9766376
10186,7.2889094,3.641844,9.5567255,3.0639663
10187,4.719908,4.7126937,11.934924,3.009175
10188,6.9931917,4.246873,9.711701,3.1574225
10189,6.6970997,4.477494,8.116648,3.5564198
10190,6.0181866,3.6534538,11.594532,5.145779
10191,8.316622,5.2309856,6.590801,1.973059
10192,8.689439,4.6821623,10.571417,3.1944377
10193,6.809202,3.6146753,10.585516,2.5624456
10194,8.996811,4.7336254,7.6389894,4.768465
10195,8.536555,4.157608,9.130114,2.815819
10196,8.145695,3.6181102,7.5867963,3.0720294
10197,8.176033,3.99778,9.088137,2.4724698
10198,7.7273717,3.887085,8.085648,2.8106518
10199,7.7484713,3.7847645,9.077281,2.8589149
10200,9.547928,3.6765668,9.229327,1.9175476
10201,8.678613,3.6446548,11.026295,2.4314837
10202,6.1921735,4.332456,11.469528,2.835547
10203,8.595626,4.300723,9.324394,2.5305781
10204,8.866623,3.9301186,8.641845,3.5456626
10205,6.378301,4.579934,9.979439,3.487094
10206,5.8322787,4.590083,7.5022783,2.744582
10207,7.8873687,3.8451228,8.615741,2.8328483
10208,6.392367,3.083269,9.505778,4.5185227
10209,7.4554515,4.528845,8.759704,3.7815876
10210,7.7498384,4.0031996,9.759825,4.7882032
10211,7.7507195,3.1400354,9.286502,2.5327945
10212,9.1725235,3.9930174,6.8765163,3.001272
10213,5.7495112,4.281396,9.225885,2.5913513
10214,7.4467607,4.154482,9.510693,2.7252064
10215,8.154263,4.2959485,8.359399,3.8318033
10216,5.762944,2.8370888,10.291556,2.7593408
10217,8.641827,3.7501438,9.553656,3.9834828
10218,8.539725,3.806432,10.007959,1.886778
10219,8.179387,4.021757,7.9137487,2.0340822
10220,8.626911,4.2321253,10.2119,3.6003559
10221,8.757259,3.9623835,10.965205,3.6174273
10222,6.9505763,4.562814,7.6863008,3.8176725
10223,7.3498,4.4031944,7.189831,2.3449798
10224,6.0270534,3.7786582,7.6197886,3.0554888
10225,6.987479,5.30318,9.672141,3.3810532
10226,7.5982246,3.1985903,8.850737,2.3109555
10227,7.353687,4.21145,8.564242,3.0092955
10228,7.640096,3.6618795,6.1622515,3.5767078
10229,7.7902284,4.572837,7.9601707,3.9039152
10230,6.7393703,4.2821107,7.4974546,4.03531
10231,7.7221,4.0317736,10.658667,3.7131155
10232,3.8647158,3.636218,9.266734,2.7369976
10233,8.87381,4.789477,9.041356,2.857595
10234,8.990821,4.3335447,8.538971,2.7631645
10235,6.571486,4.0271997,7.7828536,1.2814684
10236,6.12056,5.0239654,7.342378,3.389823
10237,9.512459,3.6373584,9.792597,3.1300628
10238,7.520991,4.2110806,8.919915,3.061197
10239,7.340071,3.0162215,7.2937527,3.6425197
10240,8.198143,3.8196192,11.201004,2.1448991
10241,5.7981677,4.7553964,8.850864,2.8125708
10242,7.324799,4.863423,10.415718,3.4897778
10243,4.4809904,4.3759356,8.722003,3.8146207
10244,7.0802746,4.5340667,8.493374,2.554583
10245,6.467725,4.036559,7.6687903,3.6520925
10246,6.00773,4.439662,8.176856,3.9246168
10247,7.0401363,4.08575,7.8020277,2.3088279
10248,9.233484,3.7779574,7.9390054,3.8562264
10249,8.646414,3.7254925,9.75613,3.0188031
10250,7.870737,3.7953138,8.921471,3.4075673
10251,7.6659408,4.7055917,8.649759,3.4724853
10252,8.857343,4.4945583,9.837803,2.9187574
10253,5.614226,3.901228,7.981835,3.3909297
10254,6.8790116,3.098762,8.624079,3.2488246
10255,9.191662,3.9933586,9.518657,3.58388
10256,9.1526785,4.0138693,8.532703,2.3138404
10257,8.938203,4.346083,10.1924715,3.3793402
10258,5.8881197,4.33045,7.0543756,2.1774395
10259,8.87202,3.9819162,9.000243,3.4786506
10260,6.45247,3.9373198,9.022806,3.992742
10261,7.962824,3.9013379,10.666099,3.5091815
10262,6.4097676,4.053019,5.9896703,2.2235205
10263,6.41944,3.1338797,7.07989,2.4654622
10264,7.9249287,4.444049,9.47649,3.1573954
10265,5.4607463,4.195182,9.657855,2.880851
10266,8.943888,4.3726854,9.21101,3.6731439
10267,4.5256104,2.9436872,7.87556,2.8920896
10268,8.094679,3.686145,8.211551,4.400646
10269,6.6183763,3.6454027,6.7307386,3.4699445
10270,7.5634828,4.2987275,8.673186,4.0077114
10271,7.871152,3.8739812,10.494468,3.200984
10272,5.391259,4.144181,10.023509,3.0664492
10273,8.798964,4.2075906,8.513959,3.1238105
10274,10.385313,3.6467595,9.277927,3.6645882
10275,3.482512,2.6193235,7.5010552,3.5312803
10276,8.03334,3.997474,8.644365,3.0666358
10277,8.198469,4.0077095,7.1055484,3.9929419
10278,5.949192,3.3709083,8.443987,3.871934
10279,6.5946994,3.199815,8.490278,2.964556
10280,5.7923985,4.748477,8.713473,3.79277
10281,4.2547126,4.3259573,7.793262,3.80345
10282,7.5529013,3.5494497,8.331506,3.96138
10283,6.870603,4.7203994,10.262304,4.1395016
10284,7.5764494,3.8617208,9.060518,3.2998614
10285,8.869369,4.3172984,8.735779,3.1852636
10286,6.093829,3.7662218,8.040426,4.0543776
10287,7.5160575,4.1490026,6.018184,1.5923241
10288,8.617948,3.6427057,10.014425,4.211431
10289,9.482496,4.95559,9.625102,2.5246372
10290,10.04496,4.172653,9.177964,2.6065307
10291,8.599306,3.8752472,9.2363615,3.0030437
10292,5.197302,3.9804378,9.519406,4.641207
10293,5.1405387,4.9650846,7.5117536,1.9778082
10294,8.62136,3.998388,6.7377887,3.5747635
10295,6.8384595,4.704484,7.8282485,2.7464907
10296,8.274232,4.1908474,9.943653,2.0245278
10297,4.7505846,5.408215,8.097324,2.992429
10298,7.8763857,3.8331096,10.069089,2.8289516
10299,7.5248327,3.804785,10.83181,2.5218165
10300,7.548849,4.7069654,8.878253,3.075351
10301,5.9035,4.304347,8.885928,3.227036
10302,7.265952,4.8202457,9.495211,2.4345388
10303,6.803284,4.234621,6.4318185,2.1905437
10304,6.560626,4.379475,8.736431,3.5988016
10305,7.830191,3.6447093,10.689298,2.896003
10306,6.7763577,3.2306309,6.613401,2.8195784
10307,6.948691,4.634643,9.296395,2.8660564
10308,7.5528903,4.0183325,8.699049,2.735897
10309,7.4731197,4.1791544,8.499734,4.4335756
10310,5.982287,4.7892528,8.840058,2.9042852
10311,10.048528,4.225301,10.363212,2.023356
10312,6.8596077,3.6715777,10.447381,3.1169984
10313,7.4286804,4.3533792,9.94781,3.1850088
10314,7.8618846,4.060713,9.235769,4.29025
10315,7.5241923,3.8879178,10.165801,2.4558215
10316,6.687372,3.946821,9.824415,3.3779414
10317,6.992284,2.9705007,6.9740267,3.3563297
10318,7.8525534,4.1875763,9.461831,2.2880845
10319,6.7425103,4.4531116,10.188651,2.903249
10320,8.398276,3.1757078,8.770271,2.9528635
10321,7.673698,3.6482599,9.956118,2.8570137
10322,9.272481,4.706353,11.73439,2.9431443
10323,8.158897,4.1634846,8.680849,2.906745
10324,7.8715096,4.983912,9.171646,3.9316976
10325,6.499241,4.7959847,8.889643,3.138499
10326,4.7776484,4.103875,8.197148,2.75459
10327,6.1743903,3.87526,11.112996,4.4386854
10328,8.24594,3.8253746,8.909258,2.5733955
10329,5.9790645,3.7374806,6.4970098,3.2226703
10330,7.295267,2.545873,7.0997243,4.1779585
10331,9.185546,3.9029872,9.628512,2.670298
10332,7.4489326,4.4691153,9.458552,2.9918492
10333,7.6715345,4.00364,9.221886,2.8114798
10334,5.250775,3.883186,7.1849294,2.5273967
10335,7.4239435,4.461294,10.422163,2.6885297
10336,9.397717,3.215409,8.937266,5.066986
10337,8.437948,4.3331594,9.116902,2.1330812
10338,5.2580113,4.060119,6.081509,3.3928726
10339,5.081145,3.9524477,9.58872,2.9100337
10340,7.719649,3.8170772,10.401903,3.1857827
10341,7.89533,4.492275,10.108651,2.8297148
10342,8.994671,3.9024377,8.535477,2.7372725
10343,4.379615,4.123833,9.913049,2.041701
10344,9.002922,4.129032,9.049002,3.835686
10345,9.214871,3.8185325,8.112856,2.1489007
10346,7.446458,4.1974707,9.3712,3.0133564
10347,3.821476,4.8330817,9.403302,4.6057186
10348,9.102353,4.041959,9.904737,2.5495913
10349,7.458866,4.370018,11.3333435,3.264504
10350,8.842639,3.8277612,11.166114,3.438408
10351,7.8317876,3.9277365,7.7687345,4.1475163
10352,8.92355,4.529333,10.010888,2.9137793
10353,9.126989,3.7208009,9.722274,3.2754157
10354,9.169515,4.2142653,8.586323,3.9047039
10355,8.418774,4.0218954,9.151618,2.1375585
10356,5.2459345,4.5360413,8.495314,3.5680833
10357,7.4344964,4.376584,9.904957,3.5530865
10358,7.3752823,3.6471798,8.734497,2.994505
10359,5.459354,4.394128,9.548415,3.9659617
10360,7.0774584,4.4560113,8.827605,2.4442267
10361,7.1878166,4.010145,7.158362,3.2962677
10362,7.8093996,4.54836,8.65271,2.2409315
10363,8.027939,4.58479,8.526286,2.3015227
10364,6.641805,3.1302722,10.810676,3.3094046
10365,5.182879,4.248781,10.897669,3.6828935
10366,3.411056,2.7327993,7.9892035,2.7188058
10367,8.085379,4.4341893,10.171697,1.9994785
10368,3.1908967,4.574908,4.988341,3.1364782
10369,8.483868,4.474174,8.665382,2.5125742
10370,7.5547748,3.8807116,7.908895,3.311232
10371,6.4789453,4.4464626,8.966372,4.2598324
10372,8.326502,4.3284397,10.537473,2.148397
10373,7.5961094,3.7653694,10.964831,3.0654001
10374,8.230625,4.618961,7.8920016,2.4037418
10375,8.174819,3.9945686,9.393584,3.2168024
10376,6.4290214,4.3505235,10.949271,3.2167253
10377,6.0334616,3.3441675,6.9364443,3.2882144
10378,9.632314,3.6033764,9.475774,2.6465974
10379,7.870721,3.6724348,8.7951975,2.6128123
10380,8.036746,4.352484,7.725283,1.8234226
10381,8.966872,4.092069,9.893953,2.9227817
10382,7.6309757,4.4348283,8.709863,1.8107009
10383,5.633208,4.204521,6.7207246,2.7143638
10384,4.573686,4.4369297,7.86226,4.4452157
10385,8.408546,2.9538107,8.1668625,3.8613951
10386,6.835544,4.6261215,7.192748,3.089956
10387,7.446182,3.477975,9.925393,3.611002
10388,4.3337984,3.025634,7.5480957,3.240152
10389,8.136355,3.4789407,7.789766,2.7415578
10390,9.626343,4.305567,8.10141,2.0613918
10391,7.6103272,3.997045,9.469594,3.4979591
10392,8.655651,3.8970492,10.462142,3.310793
10393,7.4903474,4.4875164,6.955105,3.2554917
10394,8.235651,4.6939025,10.410635,2.153212
10395,5.816207,4.4439955,8.929718,3.4240422
10396,9.062877,3.8373265,8.539697,2.953953
10397,9.49335,4.203219,7.1522894,1.5961301
10398,7.517886,3.9112363,9.964687,3.3244252
10399,8.7970085,4.1908426,8.09663,2.2426672
10400,8.463861,4.105197,8.259678,3.3105335
10401,5.880557,3.982356,6.5586996,1.5239048
10402,8.514337,4.6536217,8.061419,3.7032282
10403,10.093738,4.0055313,7.855906,2.9022043
10404,7.5039644,4.403814,9.162626,2.5563192
10405,8.021345,4.4029803,7.9411635,3.588851
10406,7.871621,4.12113,6.988796,2.0152988
10407,5.552374,4.2844563,8.449837,2.4043493
10408,8.140929,3.7724473,9.616361,3.237692
10409,6.763109,3.9249094,7.021235,2.6340268
10410,5.5439086,4.0723047,8.095103,2.8449125
10411,7.647941,4.2310486,10.214615,1.8472224
10412,8.016815,3.927638,10.61996,3.857577
10413,9.575748,4.022895,8.204327,3.582909
10414,9.016416,4.937327,8.360649,2.1930933
10415,8.393559,3.9853208,7.442794,2.1002362
10416,5.509303,3.4352555,8.329264,2.171084
10417,7.487582,4.273926,9.312853,3.1721733
10418,5.813974,3.84364,8.057885,3.9993777
10419,7.894024,3.6350963,9.299959,2.1559463
10420,8.01749,4.0051126,9.132663,3.4069111
10421,6.970245,3.955037,9.175894,3.9489384
10422,9.621938,4.418044,7.6950603,0.8409046
10423,8.52953,4.059372,9.456184,2.8078094
10424,7.3643503,3.8170836,8.697483,3.010215
10425,8.054665,3.3870058,8.505362,3.8495612
10426,5.828403,4.4766917,9.974742,3.4195247
10427,6.8980284,4.4942036,5.909803,3.942215
10428,6.1613894,3.6851616,7.257451,2.2877212
10429,7.8947105,3.155016,5.2416525,3.8097482
10430,8.420179,4.8333693,8.498227,3.2416532
10431,5.8444533,4.3497343,6.9546566,3.1237304
10432,6.508803,4.261678,7.4764147,3.4724731
10433,7.9609504,3.8607981,9.789869,3.3129575
10434,7.7133527,4.030466,8.894459,2.3723216
10435,8.416365,4.1461506,9.323402,3.044641
10436,8.870353,4.230202,7.6962476,2.959098
10437,7.798775,4.715062,8.075058,2.0339231
10438,7.8503547,4.083946,9.915686,3.2641613
10439,5.8546977,4.2302814,10.8129225,3.8144119
10440,4.8228636,3.6010234,6.6516213,1.7104642
10441,8.819813,4.3595266,9.707307,1.649084
10442,6.0037494,2.9627423,8.487534,3.3774235
10443,7.63984,3.673048,8.886435,3.1338866
10444,9.573164,3.7903464,11.330683,3.5593538
10445,5.6192265,2.8374104,9.291468,3.4951427
10446,5.861444,3.797002,9.387309,1.8531868
10447,6.620331,3.4412768,8.270541,1.7062182
10448,7.07709,4.477338,8.584076,3.6564624
10449,6.118456,4.413387,7.7970862,2.7217343
10450,11.609122,3.989892,8.896969,2.0797386
10451,8.249367,3.923057,9.279043,3.630795
10452,9.390944,4.551233,9.602893,2.2109125
10453,7.958602,4.1279907,9.3193245,3.1135077
10454,5.261459,3.4454563,6.6210775,3.399472
10455,5.317297,4.345558,9.243953,2.7409651
10456,7.400905,3.6750078,7.7303185,2.3158588
10457,8.813516,3.2590482,10.203444,2.0402987
10458,7.4331408,3.831014,9.805965,3.0293713
10459,7.131716,4.7477217,9.883591,4.401529
10460,8.371426,3.7946134,9.393813,3.875307
10461,8.089092,3.8453422,8.20389,3.217129
10462,9.111876,3.9565697,6.2385406,1.6649555
10463,9.069422,4.2312098,9.998499,3.0162694
10464,8.675225,3.8775542,7.6995077,2.8290613
10465,8.794501,4.3013983,7.648722,3.690382
10466,9.841213,3.8654525,9.84339,3.3024216
10467,7.3512015,3.5272222,7.8435283,3.054842
10468,7.238391,4.2310834,9.663454,3.940878
10469,9.302465,4.2338247,8.853444,4.6189365
10470,7.8797545,3.8704746,9.255781,2.9917989
10471,6.9766273,3.8961554,10.787421,3.2954721
10472,7.100578,4.1150513,8.213591,2.2381153
10473,4.671155,4.0434504,7.5994697,2.98971
10474,7.6723027,4.104026,8.909035,3.864267
10475,7.7191277,4.054101,11.367766,4.1646137
10476,6.454187,4.038684,8.683595,2.1081076
10477,5.9376907,3.609042,9.467306,3.0658715
10478,7.293027,4.0258203,10.994773,2.4972181
10479,7.9323106,4.324592,8.3225,1.5437015
10480,8.906576,4.052784,9.283573,2.6669533
10481,5.537387,4.3529377,7.983077,2.2813377
10482,6.7498612,4.0008183,10.916304,0.62436795
10483,5.718473,4.2459145,9.711722,2.8651278
10484,5.6571693,3.405933,9.104815,3.9830332
10485,6.121236,4.2828636,7.2204185,3.306249
10486,8.093262,4.625916,6.1867313,3.1957538
10487,7.634394,3.9416285,9.036289,3.0433693
10488,9.434717,4.4224854,8.937764,2.5630589
10489,7.244459,3.8278654,9.689875,2.7642918
10490,8.874706,4.476325,8.5141115,3.0053828
10491,7.8941793,4.064888,9.400754,2.9555476
10492,6.9613185,3.90266,8.594393,4.231614
10493,6.2209373,3.9626684,8.025585,3.6310608
10494,7.176629,4.2929773,7.405092,3.0675292
10495,6.7033195,4.036465,6.4346128,2.748339
10496,5.4103804,3.8587859,7.1465178,3.410699
10497,7.829482,3.3075168,8.927063,2.9697096
10498,6.672504,4.627034,7.4149246,2.8805737
10499,7.3993626,4.0521097,6.9482164,3.1840332
10500,7.5374813,3.8043146,8.606598,2.446745
10501,8.463718,4.425141,6.9187264,2.1705117
10502,4.1903706,3.9543352,9.746481,3.6446137
10503,7.9303374,4.189433,9.680904,3.1174788
10504,8.873216,3.8406606,7.3148594,2.7218022
10505,6.357382,4.2237363,8.627162,2.9243999
10506,5.00604,3.520323,7.9910464,2.747194
10507,8.943037,4.393474,8.8694935,2.9545262
10508,6.930846,3.9169898,9.21133,2.643299
10509,4.2641068,3.9623556,8.174207,2.3889203
10510,8.861463,3.8304584,8.798461,4.0975738
10511,9.22631,3.6040313,8.027253,1.8452111
10512,9.719816,4.2737665,10.165291,4.456223
10513,4.9412446,3.7991095,8.834772,4.6143093
10514,8.354817,3.6663923,7.233,2.1892571
10515,6.7207956,4.0762014,8.920528,3.8871622
10516,8.915208,4.2126474,7.955501,2.540166
10517,8.924757,3.6353655,8.8995695,3.5491917
10518,6.0436196,3.731545,6.161571,2.7936866
10519,5.5191174,3.2956617,8.039593,2.7916167
10520,8.365847,3.6172624,10.581253,3.6965723
10521,6.810352,4.324039,9.000273,3.5268342
10522,9.00426,3.741088,8.776771,2.9772255
10523,8.705771,4.7883997,8.06129,1.9083557
10524,5.379372,4.306776,8.168916,2.7981467
10525,7.1056504,4.4315147,8.578959,3.7695134
10526,5.4987884,3.2878213,8.5005865,3.7428799
10527,6.8866186,3.835637,10.737648,2.8772018
10528,11.963086,3.5148242,6.8957148,4.1629505
10529,7.719046,4.350729,8.7465925,3.3716457
10530,7.2581735,4.4672737,12.137645,1.5950236
10531,7.158247,4.980605,10.580994,5.093982
10532,6.7088623,4.855692,7.2569985,3.9871385
10533,6.450503,4.5458646,10.477876,4.1006927
10534,8.763756,3.8868685,8.711469,1.9987036
10535,4.901286,4.0441484,8.338106,3.9842823
10536,8.542178,3.8849847,8.698398,5.898047
10537,7.6694617,4.432478,9.439941,4.038043
10538,5.9593554,3.944361,6.3523903,2.8606133
10539,5.2152214,3.4181085,5.4743023,1.5892136
10540,8.631857,4.0852685,8.016726,2.255049
10541,7.7672296,4.491211,9.164327,2.2210324
10542,6.7556534,4.552344,8.86715,1.4682598
10543,6.553172,4.0132914,8.68941,4.1107807
10544,8.730261,3.8838546,10.351057,3.080342
10545,5.2456517,3.127583,8.618417,2.149218
10546,9.047921,3.4888568,9.469448,2.483972
10547,7.6052275,3.8810606,9.3568535,3.5324926
10548,9.272103,2.6345549,11.187144,3.316238
10549,7.614114,3.9061003,9.454123,3.2541122
10550,7.820361,3.9718096,9.379135,4.412966
10551,5.8792734,4.5032225,8.759125,3.741074
10552,7.693876,3.9701223,8.68613,2.8042727
10553,8.011795,4.8488035,9.685626,3.7510493
10554,8.111174,3.9945521,6.312987,2.4076302
10555,5.217563,4.178976,7.395603,3.052683
10556,7.986865,4.0373793,8.165468,3.0650349
10557,3.331454,3.928863,6.6863403,2.8207097
10558,9.347397,4.2570753,7.739357,3.135142
10559,8.343299,4.116772,10.956296,2.3752213
