id,hhb,hbo2,ca,na
10113,7.3947525,4.4156456,8.9675,2.8980052
10114,7.734829,4.1374054,8.529731,2.6509557
10115,7.818204,3.8844907,10.459745,3.123875
10116,8.36327,3.9195268,8.431665,2.2457514
10117,7.773167,4.6697173,9.542595,1.7837949
10118,7.7054915,4.1550465,8.733403,3.209217
10119,8.9084215,4.2260833,9.216224,2.34835
10120,8.487052,3.9195268,9.426279,2.5860338
10121,6.63739,4.255521,8.784973,3.6136906
10122,8.313804,3.7164407,8.230051,3.0547101
10123,8.206011,3.9129949,9.9922085,3.1584888
10124,7.9562593,4.094552,8.759596,2.594873
10125,7.763797,4.0240803,7.7219205,5.4044547
10126,8.281941,4.2799587,9.225545,3.2581773
10127,8.966959,3.7682886,8.801899,4.0376244
10128,8.3286,3.6732357,8.433332,2.3413558
10129,8.243396,4.029857,8.211508,2.7562327
10130,8.102379,3.6178224,8.479976,2.8539114
10131,8.237305,3.8803177,8.616757,2.9391994
10132,7.7124004,3.9464376,8.751279,2.7948673
10133,7.4849515,3.8601358,9.3810835,2.1967788
10134,7.0689864,3.808542,8.955909,1.9072133
10135,7.8245697,3.9355538,9.315162,4.2811117
10136,7.8512373,3.8637335,8.651247,2.7458472
10137,8.977713,4.1764765,8.381379,2.884369
10138,6.9933085,3.4835901,9.106891,2.6386585
10139,7.945986,3.5921495,8.729397,3.0593207
10140,8.383689,3.8105617,8.838502,2.6348405
10141,7.3305764,3.6935387,9.118775,3.312791
10142,8.635009,3.904161,9.874535,2.8716104
10143,8.131821,4.037382,9.179259,3.2675295
10144,8.822817,4.229869,7.439297,3.2384267
10145,7.119153,3.6822813,10.238437,2.6037471
10146,8.023765,4.020854,8.102668,3.064922
10147,7.5554934,3.7370377,8.924728,3.1026607
10148,7.8532095,4.201253,8.577396,2.5914226
10149,8.787734,3.9454575,8.778283,3.1305456
10150,8.039725,3.944088,9.848561,3.0009751
10151,6.9703317,4.054158,9.0355835,3.0838153
10152,7.876527,4.7105665,8.549085,2.9217942
10153,8.110947,4.105357,9.119616,3.296373
10154,7.173379,3.86086,8.148331,2.9057705
10155,8.109183,3.97861,10.104738,3.1540084
10156,8.159676,3.8875775,8.989368,3.1526086
10157,8.466248,3.9427392,7.973474,3.0353231
10158,9.342832,4.0820746,9.011949,2.9099977
10159,8.458258,3.576884,9.053144,4.13015
10160,7.189012,4.1365433,8.42176,2.4843078
10161,9.428049,3.5646634,9.011949,2.5469196
10162,8.022172,4.3651047,8.383549,4.334777
10163,7.8931704,4.096154,9.665471,2.7516572
10164,7.2520223,4.109502,8.156583,2.1380858
10165,8.793194,3.8063264,7.073407,2.9432077
10166,7.8512373,3.818259,8.902244,2.6331694
10167,8.30304,3.8469906,8.981939,3.0496826
10168,8.957919,4.14076,9.061769,3.3253875
10169,6.726906,3.958957,8.635171,3.728993
10170,7.748029,4.4237204,7.324144,3.0152733
10171,9.636754,3.9543788,7.7888994,3.0670543
10172,8.002087,3.9061067,9.119616,2.5726879
10173,9.430073,3.9448237,9.264113,3.0071843
10174,7.579996,3.917947,8.816929,3.6002378
10175,7.9425545,3.8779886,9.689304,2.747272
10176,7.487157,4.1047544,6.646662,2.5248635
10177,6.63739,4.3060737,9.088234,3.4038978
10178,8.419688,3.9380884,8.658096,3.280953
10179,6.4679956,3.6340022,9.384638,2.678142
10180,7.846432,4.1150837,9.043587,4.6356444
10181,7.9102664,4.0280232,10.844151,1.9037569
10182,7.7883077,4.072854,9.495504,4.4452305
10183,8.149472,4.4131126,9.041013,3.0453918
10184,8.424028,3.6693559,9.521634,2.4316773
10185,7.453845,4.3152575,8.125328,2.7625284
10186,7.386682,4.0696707,7.5342135,2.5362747
10187,9.179841,4.543741,8.940541,3.5553222
10188,7.068071,3.5131335,9.113165,3.243338
10189,7.3262596,3.6976006,9.582791,3.408193
10190,7.2074046,3.836135,8.806956,3.6076922
10191,8.47958,3.7851586,8.764121,3.5259516
10192,8.257824,4.031067,8.720065,2.4598098
10193,7.632136,4.0966377,8.120545,2.8935194
10194,7.2272196,4.1468534,9.231072,2.614574
10195,7.157052,3.7942975,9.285343,2.4587317
10196,8.099775,4.149541,9.5008745,3.3424573
10197,6.7194986,3.9746861,9.605158,3.5477529
10198,7.926474,3.8626757,8.85999,2.8664997
10199,8.427218,4.215538,8.884841,2.8357153
10200,8.914476,4.0524487,10.164751,2.9868522
10201,6.882594,3.4594104,8.491962,3.2518134
10202,8.116665,4.3442497,9.507654,3.8381598
10203,6.8703637,3.8202717,8.61504,2.7885046
10204,8.485943,4.012279,8.772671,3.1151974
10205,7.6836247,4.0272274,8.609404,3.012582
10206,8.180981,3.9347806,8.28557,2.4638028
10207,7.960136,4.4414434,9.158193,3.4059908
10208,7.509645,4.170646,10.087405,3.12669
10209,8.233963,3.97165,8.869503,3.3589997
10210,9.677577,4.042001,8.888648,1.9998574
10211,8.180496,3.8443544,8.0260315,2.615041
10212,9.152292,4.285136,9.68908,1.6437609
10213,8.069439,4.17404,9.253219,3.3293605
10214,9.697924,3.8536043,7.020479,2.9432077
10215,9.579883,3.9512506,9.139972,2.495214
10216,7.932919,4.149265,8.358145,2.8906384
10217,7.731447,4.0585837,10.375751,3.0546086
10218,8.602356,4.2535853,11.741947,2.9461486
10219,7.744269,3.9000607,9.280548,3.1200101
10220,8.334032,4.0905046,8.524183,3.3677475
10221,6.985901,4.1987114,9.151821,2.9801197
10222,8.53551,3.6347299,8.883271,2.7202976
10223,7.2807746,3.8932822,9.385807,3.449632
10224,8.604582,4.273489,9.213133,3.2438402
10225,7.0408664,4.009634,8.82672,2.169775
10226,7.985982,3.988666,8.734646,2.9965868
10227,8.250048,3.878619,9.200691,3.4847383
10228,6.819463,4.288285,9.950694,2.8859055
10229,7.383322,4.0277185,9.429967,2.853138
10230,8.71456,3.8096364,7.63616,2.6491797
10231,7.930659,3.7605324,10.264268,3.1349444
10232,6.6746516,3.7953463,9.022133,3.150749
10233,8.525319,4.075404,8.784219,3.1062691
10234,8.497003,3.778986,9.252846,3.6311054
10235,7.8245697,3.5209,10.153176,3.0397198
10236,7.737297,3.8490143,9.478629,4.1364107
10237,8.789348,3.7974513,8.98071,2.9283388
10238,8.813515,3.8996897,9.571582,3.0896735
10239,8.27659,3.6905282,9.002072,2.805014
10240,7.8498206,3.9366105,9.49735,3.2308965
10241,7.4297495,4.499746,9.075832,2.9541543
10242,7.956674,4.078389,8.610515,3.0758762
10243,8.55104,4.4065557,9.425409,2.6601615
10244,8.251271,3.8002365,8.859073,2.7579706
10245,8.562373,3.9683862,9.799191,4.162748
10246,8.126949,3.619043,9.142716,3.385998
10247,7.5761395,4.0874233,9.239683,2.558594
10248,8.369375,4.202734,9.211084,3.0106556
10249,7.9186945,3.9659152,8.303926,2.607098
10250,7.6991286,4.0530176,9.011128,3.0409532
10251,5.492452,3.9895039,8.163128,3.0198417
10252,8.680174,4.1739173,8.259626,2.6868608
10253,6.8372555,3.794802,11.360783,2.8125875
10254,5.2829547,3.7839134,8.547248,2.78491
10255,7.763649,4.283866,8.87642,3.4521794
10256,7.422472,3.9849093,7.961467,2.2099361
10257,7.506919,4.1036425,9.044475,3.436762
10258,8.3630905,4.3687496,9.504846,2.8303072
10259,8.201099,3.9369626,8.7431965,3.0518532
10260,7.906663,4.552144,9.179638,2.2131076
10261,7.887244,4.1533194,10.944578,3.582279
10262,7.8912106,3.8815713,9.304181,1.5107868
10263,8.868574,4.06713,10.191677,3.7141712
10264,9.17902,4.2583385,9.10304,3.1585305
10265,8.205969,3.926692,7.967504,3.4946964
10266,8.325645,3.9526546,9.580249,3.4314046
10267,7.8429756,4.21642,9.44434,3.848595
10268,7.4846063,4.4764123,8.894224,2.9221268
10269,8.542495,3.7285943,9.702062,3.0564325
10270,8.7764,3.9689429,8.3172455,3.5999856
10271,8.158682,3.4754946,9.826657,2.5318568
10272,8.189329,3.4625769,7.530286,2.9759228
10273,8.385807,4.01828,9.401927,2.8193524
10274,8.650535,4.0833116,8.057758,2.937795
10275,7.532099,4.3721194,8.854949,3.1099248
10276,8.163792,3.912651,10.533823,3.0269098
10277,8.547874,3.841674,9.182975,2.4765515
10278,8.519562,3.9996386,7.3598266,2.773309
10279,9.108905,4.205905,9.415053,3.5016873
10280,7.9347696,4.1358614,9.967712,2.9282165
10281,8.854214,3.9538846,8.496347,2.2581673
10282,8.263954,4.0372934,8.442994,3.121116
10283,9.024198,4.2756166,9.7367,3.1892757
10284,7.488174,3.8093612,8.688701,2.8882046
10285,7.604186,4.0854626,9.132282,2.7817237
10286,9.606244,4.4764085,7.6581593,2.3730662
10287,8.7820215,3.882727,7.090853,2.7201192
10288,7.4370675,4.193897,9.078737,3.1026607
10289,7.477345,4.091773,9.741248,3.3998494
10290,7.1922264,4.003572,9.040069,2.6653595
10291,6.6382127,3.8646631,7.804793,2.2517095
10292,7.859859,3.7965715,8.878989,2.5138743
10293,7.938798,3.7609115,9.19755,2.5883322
10294,7.345914,4.2034273,9.183358,3.7884018
10295,7.426245,3.881366,9.095795,2.8893487
10296,8.246359,4.1135674,9.692069,2.9683754
10297,6.6143193,3.9373033,8.043999,3.0123935
10298,8.199312,3.9673903,9.404756,3.6682267
10299,7.1686487,3.9038262,8.732692,2.3250012
10300,7.822619,3.8956015,9.284905,3.173854
10301,7.989022,3.857572,9.826264,2.9185941
10302,7.4583035,3.7997017,10.08334,2.694997
10303,6.3678627,4.247252,8.826192,2.4696975
10304,8.332781,3.9139946,8.488174,3.279799
10305,8.070528,3.1955414,7.832131,2.9925556
10306,7.720931,3.8940663,8.924403,5.328212
10307,8.417532,3.8387072,6.8414583,2.1920702
10308,7.551966,4.1535854,8.555554,3.3456662
10309,6.7194986,4.2255187,9.255524,1.7990193
10310,8.126342,4.064139,9.167687,3.281246
10311,6.63739,4.329413,9.145781,4.1071167
10312,7.380249,4.0581594,9.025492,2.0880122
10313,8.336509,3.9276555,8.820493,3.0210414
10314,8.042255,3.7433505,7.8757563,2.8865592
10315,7.1237636,4.5434923,9.620859,3.226674
10316,8.126418,3.9423141,8.229556,1.7221899
10317,7.9955215,4.02681,9.073351,2.0972703
10318,7.484517,4.600543,8.799361,2.9785259
10319,7.646764,4.3005867,9.661508,3.4910433
10320,8.776179,3.8211145,7.9818597,3.9387224
10321,7.734941,4.041363,9.403857,3.0964117
10322,8.857599,4.2188044,7.9705696,3.3165743
10323,7.6607165,3.957629,8.297668,3.5926368
10324,10.004523,4.0119886,8.556781,3.578691
10325,8.7597275,4.0543594,9.3059,2.1846652
10326,7.244911,4.023678,8.391621,2.2903423
10327,7.828913,4.883896,10.020082,3.8857145
10328,7.4065547,4.7632937,8.167065,3.157796
10329,8.604839,4.593786,9.5245285,2.1832094
10330,9.005071,3.8898177,10.303089,3.2495208
10331,8.32531,4.1177607,10.660487,3.1307192
10332,6.7531705,3.94585,8.027739,2.3387842
10333,8.648207,3.96101,8.307639,3.0733228
10334,7.901786,4.484642,8.721205,2.7518442
10335,7.927529,4.1358657,8.78311,2.680706
10336,7.945986,3.8003042,8.729397,3.0593207
10337,8.1152725,3.68755,9.810426,3.2684984
10338,8.105719,3.890709,9.244545,2.448365
10339,8.82595,4.1775703,8.294015,3.4931054
10340,7.7450004,3.8924294,9.155611,2.6862855
10341,10.31435,4.253886,9.6440935,3.421066
10342,9.241706,4.182129,7.67265,3.224476
10343,8.604598,3.364643,9.295799,2.9684873
10344,7.7771325,4.4631557,9.504846,3.1496027
10345,8.029011,3.9295633,9.718628,2.605621
10346,7.826869,4.120198,9.834646,2.746577
10347,5.171476,4.5348825,9.432494,2.8484783
10348,7.465499,3.9639637,8.744603,3.415739
10349,8.415476,3.811705,9.579454,2.9080317
10350,7.7422194,4.219301,8.533918,3.1236804
10351,7.9144697,3.935953,9.630947,3.6684427
10352,7.333304,4.0254874,8.9360285,3.2031343
10353,7.49256,3.9932673,10.178417,2.9129767
10354,7.6928573,3.716513,8.869425,2.199164
10355,7.4978423,3.4172556,9.614009,2.8248885
10356,9.456574,4.378956,8.639968,2.8807733
10357,7.5678105,4.090307,9.704297,3.4732368
10358,8.530263,4.4965315,9.619802,3.124694
10359,9.201279,4.3056893,8.960123,3.7985716
10360,7.9268193,3.3469865,9.071529,2.8590395
10361,7.633818,4.0496855,9.571821,3.071864
10362,7.761058,4.1881204,9.367323,2.7642188
10363,7.495872,3.8251665,9.770152,2.952134
10364,7.7567306,3.7151868,8.632714,3.333058
10365,7.954332,3.513625,9.635235,2.6831303
10366,8.268593,3.540923,10.563399,2.1948323
10367,7.6986327,4.05474,8.2539,4.112066
10368,8.824349,4.127553,9.378324,2.6305172
10369,7.921968,4.2823114,8.531413,3.570833
10370,8.443424,3.14185,7.154888,2.4247231
10371,7.971614,3.5957642,9.68028,3.1628962
10372,8.391218,3.611191,9.216047,3.2610373
10373,7.566626,3.9771678,9.049568,2.604698
10374,8.1965275,4.38157,8.554742,3.0076604
10375,6.974454,4.5482554,8.458622,3.3145554
10376,6.854685,4.1152916,9.357894,3.0518532
10377,8.692432,3.78084,8.727789,3.0704994
10378,7.423065,4.3964148,8.711451,2.268786
10379,9.556719,3.5581644,9.080301,2.7187078
10380,7.4408674,4.1517615,8.616724,2.8860757
10381,7.3816724,3.8698225,10.063365,3.2805512
10382,8.562014,3.9505541,8.711588,2.9013412
10383,8.91781,4.268672,8.956714,3.3752325
10384,7.526222,4.0166445,5.925836,2.9370246
10385,7.146625,3.975762,9.1781845,2.619084
10386,8.0519905,3.957477,8.589326,2.6783862
10387,8.006525,4.0247493,9.025049,2.8781307
10388,8.523487,3.4098737,8.019271,3.5420434
10389,8.378452,3.9344294,8.576112,3.0835066
10390,7.620914,4.2685685,10.659844,3.1048717
10391,7.6364117,3.7561414,9.411596,3.2333832
10392,7.4681363,3.7598898,9.816363,3.0999033
10393,8.24898,4.1218104,8.769147,3.728777
10394,7.7755327,3.4325635,9.075214,2.6226797
10395,7.581511,4.2878,8.7788925,3.5382173
10396,7.847593,4.0432096,8.893988,2.9865572
10397,7.889543,4.6763024,8.972795,3.7784991
10398,8.019447,3.9441316,8.592301,3.4060888
10399,6.9131913,4.134954,8.901652,4.0062847
10400,7.6368847,3.902875,9.255352,3.007171
10401,8.601254,4.101192,8.658537,2.9215934
10402,9.2949095,3.8921037,7.7877913,2.4676466
10403,7.4095345,4.096179,9.949999,2.8086722
10404,8.989985,3.9662545,8.338053,2.7589989
10405,7.6115117,4.28559,6.800156,2.449124
10406,9.653283,4.0788183,9.167721,2.3966079
10407,7.5349755,4.0745497,8.955461,3.2466974
10408,6.63739,4.559561,9.52231,4.162437
10409,7.2108607,3.9331353,9.399751,2.7044988
10410,7.4061003,4.1360693,8.8125,3.416711
10411,8.653186,3.8949494,8.955461,3.253554
10412,6.9464593,4.0816927,9.362489,2.7118182
10413,6.4778385,3.6086807,8.110014,2.9714203
10414,7.4730725,4.0060396,9.309249,3.2077415
10415,7.688206,3.4678228,9.708768,2.4569235
10416,7.8462524,4.475278,9.014192,2.5248842
10417,7.7323003,4.01961,9.345325,3.1239257
10418,7.7899203,3.383431,8.653683,2.9970415
10419,8.097885,3.5840614,9.572449,3.1202912
10420,8.114675,4.1745453,9.111545,2.5148616
10421,8.954981,3.9359434,8.421268,3.2422304
10422,7.9323797,3.9873624,8.3438225,3.1422484
10423,6.296521,3.9208245,9.399897,2.4995546
10424,7.888402,4.070262,11.204755,2.2526064
10425,6.63739,3.8355327,9.250881,2.0589714
10426,8.134928,4.0909915,9.390103,2.3344076
10427,7.69112,4.5136337,8.58524,3.16445
10428,8.310229,3.9208097,7.8593354,2.758658
10429,8.407408,4.296183,8.299734,2.8653278
10430,8.80036,3.9759228,8.435542,3.516774
10431,8.591963,3.853152,9.13444,2.375929
10432,8.28192,4.2009478,8.2904415,3.2419577
10433,7.4802213,4.2458262,8.562348,3.4198065
10434,7.695591,3.7271008,9.122376,3.2132227
10435,7.0976386,3.7671158,10.443463,3.4755158
10436,8.4478655,4.0126324,9.532636,2.881055
10437,7.8361974,4.1616373,8.061184,2.9866939
10438,7.5381494,3.530235,9.101473,3.0904047
10439,7.5581737,3.8707662,10.113357,1.4366577
10440,7.5014567,4.144871,9.513143,3.238912
10441,7.628208,4.3180547,9.321631,2.5057487
10442,7.7540994,3.8351507,8.735889,3.3357549
10443,7.057379,4.6857195,8.887193,3.6778073
10444,7.7498927,4.0057783,9.099809,2.7588122
10445,8.546902,3.973361,8.600716,3.5386262
10446,7.4796414,4.173027,7.6016006,3.4624932
10447,9.375727,3.9195268,9.660422,2.2457514
10448,8.201886,4.5063777,7.5868316,2.592393
10449,8.112148,4.11705,9.015059,2.1456885
10450,9.044158,3.9355981,8.479895,3.276019
10451,7.332787,3.7572396,8.962015,3.094667
10452,7.9347696,4.02952,9.257169,2.546046
10453,6.899087,4.1130185,8.683592,1.5057106
10454,7.667132,3.9832306,7.0966053,2.5010645
10455,7.15131,3.9286416,9.884301,2.6012092
10456,7.71086,4.138566,9.082047,2.850559
10457,8.464922,3.8039138,9.202637,2.6975913
10458,9.462158,3.930172,8.649543,3.5022397
10459,8.30914,3.7559414,9.520638,3.01948
10460,8.214516,4.1121206,8.792899,3.6594229
10461,8.356935,3.6129339,9.305991,2.7402835
10462,8.375568,4.6162724,9.403857,2.7786264
10463,8.049277,4.0356026,8.485041,3.1751344
10464,8.098009,3.8906753,8.435848,3.505245
10465,7.9758906,4.141374,8.163609,3.240276
10466,7.114232,4.126122,8.360025,3.6291964
10467,7.8788834,3.8634148,8.872845,3.407778
10468,8.246359,3.9937744,9.280043,3.2436886
10469,9.204248,4.2199755,8.75764,2.9907248
10470,7.1827173,4.327948,9.162865,2.7971444
10471,7.7724233,4.0274186,8.888441,2.385728
10472,7.273343,4.4349937,10.3554535,3.499977
10473,8.092688,4.119346,9.181591,2.9192011
10474,7.221874,3.3943784,8.819248,3.0896025
10475,9.180755,3.6246014,8.64779,3.520774
10476,7.9236174,4.275757,9.108405,2.7731693
10477,7.9167852,3.878613,9.145145,3.2917173
10478,7.917647,3.7483213,8.744706,2.8146243
10479,6.985901,4.0858793,10.261741,3.013171
10480,9.183923,4.281673,9.062796,2.2592626
10481,8.330284,3.7492678,7.1084423,2.992347
10482,5.394059,4.0743895,7.83598,3.8574207
10483,4.922916,3.793905,8.802447,3.383949
10484,9.055942,4.531139,8.802663,3.9039555
10485,6.535333,3.9060597,8.696585,2.8565972
10486,7.859241,3.9247906,9.027676,2.877491
10487,7.8353314,3.9760046,9.694924,3.1269848
10488,6.3723397,4.0235596,8.740601,2.7966669
10489,8.559135,4.010972,7.91424,3.190342
10490,7.5759187,3.9124045,9.496336,3.3341293
10491,7.8090825,3.4268954,9.614178,4.221628
10492,6.819463,4.1269245,9.301866,3.182332
10493,8.878865,3.8054967,9.139189,3.8123589
10494,8.615639,4.1747246,9.201186,4.2003336
10495,8.200874,3.9805262,7.8990602,3.284399
10496,8.343943,4.0650835,8.917071,2.4958775
10497,8.812236,3.6820004,8.555554,3.3456662
10498,7.308345,4.2635584,9.106301,3.1057165
10499,7.1190133,4.2429104,8.821956,3.0452607
10500,8.345434,4.2044497,8.776003,2.0789485
10501,8.19146,4.3880053,4.1259947,2.3450527
10502,8.383965,4.1386385,9.374354,2.9839804
10503,8.881069,3.656437,9.140909,2.776763
10504,7.658061,3.9746308,8.997563,2.0793734
10505,8.19146,3.8292224,9.099985,2.0585675
10506,7.982705,3.3564467,9.365649,3.0283828
10507,8.172162,4.0396786,8.907045,2.8927915
10508,8.075094,4.339718,9.112516,2.6937904
10509,8.634527,3.5646265,8.88073,2.7999523
10510,7.647876,3.6642706,9.576783,3.067614
10511,8.489687,3.967467,8.626772,3.225056
10512,8.641315,4.6000113,9.386668,3.6130433
10513,7.786719,4.019112,7.320069,3.1800435
10514,7.5337324,3.4655564,11.47803,3.906652
10515,8.023453,3.794918,8.8498745,2.5710948
10516,8.145975,3.7374604,9.275204,3.0663128
10517,7.582714,4.104455,8.952068,2.6586504
10518,8.177361,3.8929722,9.126287,3.4049475
10519,7.078646,3.8433006,9.61148,3.1665204
10520,8.679744,3.8770604,11.223672,3.0512831
10521,7.977382,4.864556,9.28768,3.5059683
10522,7.920992,4.0371647,9.430458,3.3175497
10523,9.374243,4.0061483,8.899656,3.3332958
10524,8.601193,4.052868,7.7937903,2.6258845
10525,7.7142897,5.002175,9.009107,3.9127784
10526,8.081602,4.4318423,9.316298,2.6619492
10527,7.796373,4.071941,8.8872,2.8701959
10528,6.922808,4.316408,9.080301,3.043287
10529,7.731447,4.1462936,9.554159,3.3339424
10530,7.39907,3.67173,7.786572,3.2511408
10531,7.7611866,3.7250273,9.529969,3.6845496
10532,8.04347,3.6461186,9.132282,3.1510262
10533,7.981161,3.9834127,7.7877913,2.4288187
10534,8.436617,4.2147503,7.969204,1.7696831
10535,9.064363,3.7517862,10.028615,2.588656
10536,7.658891,4.037452,9.630021,1.7934971
10537,8.479216,4.3440285,8.868965,2.537698
10538,7.410093,3.8083527,7.095549,2.8812332
10539,8.244402,4.013937,9.057343,6.0419216
10540,7.185027,4.3086667,8.524654,3.3235962
10541,7.761179,4.052618,9.047963,3.385954
10542,6.4376593,4.485955,8.913566,2.886216
10543,9.172203,4.125579,9.8005295,2.946406
10544,8.471909,3.8567207,9.209475,3.1337926
10545,7.902505,3.8613906,9.25018,2.8810558
10546,6.819463,4.32336,9.614682,2.220649
10547,7.476285,3.5154727,8.959798,3.05606
10548,8.010797,3.9620113,9.595354,3.7647538
10549,8.523717,4.2179513,9.960386,3.6129205
10550,9.164611,3.9100232,9.405676,3.0057557
10551,8.5741,4.0387278,8.728927,2.2817106
10552,7.899044,3.7719502,10.1463995,3.6802084
10553,7.90647,3.862217,9.061192,3.6041899
10554,7.666134,3.9377093,10.265259,3.6121643
10555,8.259033,4.080909,9.449587,3.6892898
10556,7.556668,4.0348916,10.3798275,3.8830347
10557,8.143311,4.0122175,9.264317,2.1640825
10558,7.7370014,3.9677076,9.819865,2.5957663
10559,6.5868874,4.093435,9.637425,3.2676694
10560,6.899087,4.20965,9.193116,1.9826022
10561,8.022146,3.9639637,9.407426,2.8465307
10562,7.7509704,4.038561,8.6614685,3.281969
