id,hhb,hbo2,ca,na
10045,7.6295652,4.5669646,10.380283,2.7665133
10046,2.0075495,4.914976,11.44647,1.8337594
10047,6.9895887,3.8341708,8.7847185,2.4190516
10048,8.780965,3.7449486,9.722731,3.2263079
10049,8.19146,3.8292224,9.099985,2.0585675
10050,6.538948,4.138798,10.339672,3.0684435
10051,8.19146,3.8292224,9.099985,2.0585675
10052,8.19146,3.8292224,9.099985,2.0585675
10053,2.0075495,4.914976,11.44647,1.8337594
10054,7.9562593,4.1900625,8.136208,2.8856013
10055,7.7824554,3.67375,10.1398945,2.4934573
10056,8.19146,3.8292224,9.099985,2.0585675
10057,2.0075495,4.914976,11.44647,1.8337594
10058,3.7884648,3.6759849,6.079011,3.660691
10059,8.369273,3.587582,10.014869,3.4953213
10060,7.872978,4.1250553,7.0609946,3.5502257
10061,6.528406,5.213122,8.418592,2.6103106
10062,8.19146,3.8292224,9.099985,2.0585675
10063,8.19146,3.8292224,9.099985,2.0585675
10064,8.19146,3.8292224,9.099985,2.0585675
10065,8.7060995,4.295607,9.073488,3.363607
10066,8.19146,3.8292224,9.099985,2.0585675
10067,9.240625,4.0765476,8.498163,2.8749714
10068,8.19146,3.8292224,9.099985,2.0585675
10069,7.9692564,4.6225934,6.333759,3.5671163
10070,9.852554,3.6674566,8.435423,3.1379893
10071,9.019309,4.4330473,9.5561495,2.7249343
10072,1.2504948,2.9656694,7.69328,3.0059748
10073,7.586922,3.785041,9.589963,3.5359657
10074,8.19146,3.8292224,9.099985,2.0585675
10075,8.19146,3.8292224,9.099985,2.0585675
10076,9.032543,4.110146,9.040165,3.8393264
10077,8.304119,3.722763,8.183962,3.6484907
10078,4.460943,4.0179253,8.404127,3.5879471
10079,8.19146,3.8292224,9.099985,2.0585675
10080,8.19146,3.8292224,9.099985,2.0585675
10081,1.2504948,2.9656694,7.69328,3.0059748
10082,6.0527983,3.6791985,10.824379,3.4202354
10083,2.0075495,4.914976,11.44647,1.8337594
10084,8.611252,5.213122,6.5649724,2.634943
10085,2.0075495,4.914976,11.44647,1.8337594
10086,7.465499,4.0199776,8.96085,3.4374413
10087,8.19146,3.8292224,9.099985,2.0585675
10088,8.744207,3.638988,8.47459,1.7228
10089,8.19146,3.8292224,9.099985,2.0585675
10090,3.5258806,2.9714122,10.015196,3.2736573
10091,8.19146,3.8292224,9.099985,2.0585675
10092,8.19146,3.8292224,9.099985,2.0585675
10093,8.19146,3.8292224,9.099985,2.0585675
10094,7.7436895,4.02052,9.183082,2.9359398
10095,8.022146,3.9639637,9.407426,2.8465307
10096,10.711308,3.7675369,9.783837,2.1582937
10097,1.2504948,2.9656694,7.69328,3.0059748
10098,9.315168,3.7067273,9.932037,2.521196
10099,2.0075495,4.914976,11.44647,1.8337594
10100,7.0462623,4.3853908,9.429121,3.3345542
10101,9.385086,3.125438,11.215659,3.489287
10102,8.124473,3.4864328,10.258496,3.9524055
10103,8.19146,3.8292224,9.099985,2.0585675
10104,8.19146,3.8292224,9.099985,2.0585675
10105,8.19146,3.8292224,9.099985,2.0585675
10106,8.577354,4.265113,7.5341945,3.7321239
10107,2.0075495,4.914976,11.44647,1.8337594
10108,9.445172,4.6983194,9.020545,3.9097955
10109,8.342014,3.6851625,9.1143675,2.786638
10110,8.19146,3.8292224,9.099985,2.0585675
10111,7.909445,3.718185,7.5200305,2.1509948
10112,7.468429,4.0022793,7.550668,2.4884052
10113,4.907836,3.7346187,9.556075,3.186235
10114,15.122932,5.7672467,8.608234,2.1411276
10115,7.2094603,3.5713725,8.612082,3.5522187
10116,2.0075495,4.914976,11.44647,1.8337594
10117,8.19146,3.8292224,9.099985,2.0585675
10118,3.8270695,3.6208715,8.725405,3.31124
10119,1.2504948,2.9656694,7.69328,3.0059748
10120,2.0075495,4.914976,11.44647,1.8337594
10121,1.2504948,2.9656694,7.69328,3.0059748
10122,4.782387,4.06516,6.314412,4.6562653
10123,4.889539,4.3450036,10.9866295,2.8340404
10124,2.0075495,4.914976,11.44647,1.8337594
10125,8.530298,3.7850046,9.958181,1.9971484
10126,7.9675913,3.8652542,8.896484,4.708861
10127,11.188696,4.8186603,8.930664,2.5781355
10128,2.0075495,4.914976,11.44647,1.8337594
10129,4.7781725,4.8138323,10.275532,3.4926395
10130,8.012556,4.3835783,8.78016,2.8806732
10131,7.9584584,4.9111986,7.4710903,3.0332243
10132,8.19146,3.8292224,9.099985,2.0585675
10133,3.7884648,3.6759849,6.079011,3.660691
10134,8.19146,3.8292224,9.099985,2.0585675
10135,2.0075495,4.914976,11.44647,1.8337594
10136,3.7884648,3.6759849,6.079011,3.660691
10137,8.19146,3.8292224,9.099985,2.0585675
10138,8.19146,3.8292224,9.099985,2.0585675
10139,8.19146,3.8292224,9.099985,2.0585675
10140,8.19146,3.8292224,9.099985,2.0585675
10141,8.447236,3.9712477,8.6748905,2.361527
10142,3.7884648,3.6759849,6.079011,3.660691
10143,17.3833,5.1324677,7.481851,4.1260014
10144,2.0075495,4.914976,11.44647,1.8337594
10145,7.7358184,4.218293,9.1650505,2.163926
10146,8.330554,4.1859674,10.485433,3.2171857
10147,7.8214326,4.3082542,9.346925,3.2882988
10148,8.19146,3.8292224,9.099985,2.0585675
10149,7.851674,4.1264486,9.69283,3.1257706
10150,8.19146,3.8292224,9.099985,2.0585675
10151,10.11668,4.231556,10.082061,2.5463264
10152,8.19146,3.8292224,9.099985,2.0585675
10153,8.070438,3.804698,8.261993,2.9224753
10154,8.19146,3.8292224,9.099985,2.0585675
10155,15.377792,5.581947,8.354218,3.0341563
10156,7.977272,4.026212,8.136208,2.8239243
10157,8.19146,3.8292224,9.099985,2.0585675
10158,10.730449,3.7770321,7.819077,3.2919629
10159,4.1640673,4.8282495,10.569468,2.4972746
10160,8.445946,3.7162073,10.915554,2.319691
10161,11.322498,4.0230036,6.4042754,2.473035
10162,7.6439133,4.1514034,9.05815,2.3709588
10163,9.078229,4.3608932,9.18628,2.8881953
10164,9.818827,3.2162805,8.71433,2.4952188
10165,5.2897525,4.126364,7.532088,3.6566432
10166,8.161739,3.821775,8.33473,3.7108579
10167,4.6380997,3.8307836,10.282352,3.3777983
10168,8.19146,3.8292224,9.099985,2.0585675
10169,8.19146,3.8292224,9.099985,2.0585675
10170,8.19146,3.8292224,9.099985,2.0585675
10171,6.369539,4.413865,9.72686,2.4522986
10172,9.030478,4.302145,8.577247,3.603896
10173,2.468861,4.2158966,8.637846,2.8771887
10174,8.19146,3.8292224,9.099985,2.0585675
10175,9.61192,3.8623283,8.831072,1.380439
10176,8.2226,3.8435974,10.058732,3.4987245
10177,1.2504948,2.9656694,7.69328,3.0059748
10178,7.276388,4.0623975,9.344659,3.0059986
10179,5.5441046,3.2696557,9.8598585,4.292796
10180,9.514612,3.827311,7.00394,1.2207886
10181,3.7884648,3.6759849,6.079011,3.660691
10182,7.2007284,4.5404725,10.381679,2.4869146
10183,8.19146,3.8292224,9.099985,2.0585675
10184,7.651141,4.545127,9.672523,2.552891
10185,17.583456,5.292559,7.6621776,4.205234
10186,8.19146,3.8292224,9.099985,2.0585675
10187,2.0075495,4.914976,11.44647,1.8337594
10188,6.6763177,3.5067704,8.843838,2.830104
10189,2.0075495,4.914976,11.44647,1.8337594
10190,8.19146,3.8292224,9.099985,2.0585675
10191,8.049645,4.2060213,9.203418,3.5107846
10192,8.19146,3.8292224,9.099985,2.0585675
10193,8.883473,3.7239716,11.329682,4.40184
10194,8.997537,3.6773195,10.6584215,3.201052
10195,8.059757,4.1100106,10.027804,2.7533672
10196,10.078264,3.868081,7.8512735,4.527073
10197,1.2504948,2.9656694,7.69328,3.0059748
10198,7.125135,3.7989295,9.075715,2.9120913
10199,3.7884648,3.6759849,6.079011,3.660691
10200,2.0075495,4.914976,11.44647,1.8337594
10201,2.0075495,4.914976,11.44647,1.8337594
10202,7.7742243,3.3994043,8.03067,3.3284612
10203,8.19146,3.8292224,9.099985,2.0585675
10204,7.759347,3.5932286,9.746205,2.325426
10205,8.19146,3.8292224,9.099985,2.0585675
10206,3.7884648,3.6759849,6.079011,3.660691
10207,8.19146,3.8292224,9.099985,2.0585675
10208,8.19146,3.8292224,9.099985,2.0585675
10209,4.699389,3.828217,10.141453,3.4974525
10210,4.1377068,3.5198524,9.565516,2.9569845
10211,2.0075495,4.914976,11.44647,1.8337594
10212,2.0075495,4.914976,11.44647,1.8337594
10213,15.315059,5.694572,8.86473,2.3906808
10214,8.005396,3.7029574,7.0219746,2.1292734
10215,8.19146,3.8292224,9.099985,2.0585675
10216,18.412788,5.2185516,7.6621776,4.0705414
10217,8.926878,3.9078841,8.03119,3.8423629
10218,2.0075495,4.914976,11.44647,1.8337594
10219,8.19146,3.8292224,9.099985,2.0585675
10220,8.19146,3.8292224,9.099985,2.0585675
10221,1.2504948,2.9656694,7.69328,3.0059748
10222,10.668485,3.9521844,8.1089115,2.9754143
10223,8.19146,3.8292224,9.099985,2.0585675
10224,8.683252,3.2834516,8.937088,2.698727
10225,8.541609,3.999634,8.942096,3.4149687
10226,9.510349,3.2819335,9.676239,3.0667539
10227,7.991102,3.7781796,8.427754,2.9224753
10228,1.2504948,2.9656694,7.69328,3.0059748
10229,8.059757,4.1100106,10.027804,2.7533672
10230,4.8449492,3.9615235,5.1177325,3.6965122
10231,9.524596,3.4697056,8.708361,1.5780128
10232,8.19146,3.8292224,9.099985,2.0585675
10233,8.19146,3.8292224,9.099985,2.0585675
10234,8.72768,4.2125645,7.9634514,4.340348
10235,2.0075495,4.914976,11.44647,1.8337594
10236,2.0075495,4.914976,11.44647,1.8337594
10237,7.8280344,3.5182514,7.6825576,2.5445924
10238,8.19146,3.8292224,9.099985,2.0585675
10239,6.21817,4.359268,6.752332,2.6172872
10240,8.19146,3.8292224,9.099985,2.0585675
10241,8.19146,3.8292224,9.099985,2.0585675
10242,8.19146,3.8292224,9.099985,2.0585675
10243,3.7884648,3.6759849,6.079011,3.660691
10244,8.19146,3.8292224,9.099985,2.0585675
10245,2.0075495,4.914976,11.44647,1.8337594
10246,9.639025,4.2764797,9.487051,3.4890342
10247,8.227931,4.322903,9.624322,2.982655
10248,8.19146,3.8292224,9.099985,2.0585675
10249,9.603777,3.8968866,7.9579644,3.2030406
10250,8.19146,3.8292224,9.099985,2.0585675
10251,7.1170025,4.4222307,9.441154,3.0220015
10252,7.3035483,4.094552,8.759596,2.72989
10253,5.5441046,2.9706092,8.775774,4.292796
10254,8.50084,3.6902294,9.306512,3.1633465
10255,8.225827,4.239089,10.21101,2.6401305
10256,3.7884648,3.6759849,6.079011,3.660691
10257,8.19146,3.8292224,9.099985,2.0585675
10258,1.2504948,2.9656694,7.69328,3.0059748
10259,7.3935213,5.0213003,8.777114,3.946438
10260,8.19146,3.8292224,9.099985,2.0585675
10261,2.0075495,4.914976,11.44647,1.8337594
10262,8.19146,3.8292224,9.099985,2.0585675
10263,8.19146,3.8292224,9.099985,2.0585675
10264,8.7725115,3.858049,8.46699,3.1266196
10265,5.4833064,3.8784277,11.031848,4.0437407
10266,4.9274626,4.96846,5.728582,1.7577896
10267,8.19146,3.8292224,9.099985,2.0585675
10268,9.176367,3.6887052,8.435423,2.731432
10269,6.487389,3.5038915,7.894628,4.241184
10270,5.0330124,3.8307836,9.207626,3.1629443
10271,8.70127,4.0307426,7.6949835,2.1315343
10272,3.7884648,3.6759849,6.079011,3.660691
10273,5.2440963,3.4010768,8.570955,3.726814
10274,8.19146,3.8292224,9.099985,2.0585675
10275,3.7884648,3.6759849,6.079011,3.660691
10276,8.19146,3.8292224,9.099985,2.0585675
10277,6.2717943,3.255991,9.851723,3.4064465
10278,8.19146,3.8292224,9.099985,2.0585675
10279,6.9563427,3.9218235,8.639932,3.0195312
10280,8.19146,3.8292224,9.099985,2.0585675
10281,8.19146,3.8292224,9.099985,2.0585675
10282,8.19146,3.8292224,9.099985,2.0585675
10283,8.19146,3.8292224,9.099985,2.0585675
10284,8.934564,4.210775,8.737456,2.1381042
10285,7.7058816,3.9100564,9.388732,2.9089098
10286,8.19146,3.8292224,9.099985,2.0585675
10287,8.518082,4.4922085,10.27783,3.6999106
10288,7.2128606,4.3240676,8.4279995,2.0212307
10289,8.19146,3.8292224,9.099985,2.0585675
10290,8.796686,4.0246115,6.435251,3.843557
10291,6.9245577,3.822262,10.386164,2.5804915
10292,3.7884648,3.6759849,6.079011,3.660691
10293,8.19146,3.8292224,9.099985,2.0585675
10294,8.655209,4.0237207,6.9988146,3.8465674
10295,6.777978,3.1082945,7.894628,3.083803
10296,4.351933,4.342751,10.537374,1.416112
10297,8.394093,3.947757,9.730576,3.4160604
10298,8.19146,3.8292224,9.099985,2.0585675
10299,6.1130934,5.247527,7.9770813,2.2707891
10300,6.048525,3.4209266,9.138617,3.5085888
10301,7.781489,4.1764884,9.004078,3.3101325
10302,7.233192,3.7837322,7.4642296,3.640456
10303,7.593018,4.3621674,9.487051,3.2009761
10304,8.19146,3.8292224,9.099985,2.0585675
10305,7.259405,3.806339,9.270046,3.0697465
10306,5.953251,3.8222609,8.985489,3.7367074
10307,7.339732,3.893186,8.571653,2.9435472
10308,6.108443,4.0604925,7.903674,3.8301983
10309,1.2504948,2.9656694,7.69328,3.0059748
10310,7.6815042,4.219839,6.62238,2.264488
10311,1.2504948,2.9656694,7.69328,3.0059748
10312,6.825756,4.8380275,10.825224,2.4273324
10313,8.792874,3.4604456,9.592448,2.7242525
10314,7.5624075,4.172997,9.274217,2.1918616
10315,8.19146,3.8292224,9.099985,2.0585675
10316,8.19146,3.8292224,9.099985,2.0585675
10317,3.7884648,3.6759849,6.079011,3.660691
10318,3.7884648,3.6759849,6.079011,3.660691
10319,8.19146,3.8292224,9.099985,2.0585675
10320,8.346729,3.804698,8.864817,2.9224753
10321,8.19146,3.8292224,9.099985,2.0585675
10322,8.19146,3.8292224,9.099985,2.0585675
10323,4.8114147,3.7346187,9.556075,3.186235
10324,2.0075495,4.914976,11.44647,1.8337594
10325,8.660669,4.285548,8.43346,3.6006434
10326,8.601604,4.0020456,9.112827,4.955936
10327,8.19146,3.8292224,9.099985,2.0585675
10328,8.73204,4.007394,9.438459,5.112292
10329,8.19146,3.8292224,9.099985,2.0585675
10330,6.795919,3.934875,8.850738,2.9095142
10331,9.586422,3.709007,9.15037,3.5028734
10332,8.19146,3.8292224,9.099985,2.0585675
10333,7.3535337,4.367753,7.880695,2.326942
10334,3.7884648,3.6759849,6.079011,3.660691
10335,9.721422,3.868081,8.931593,3.4951382
10336,8.19146,3.8292224,9.099985,2.0585675
10337,2.0075495,4.914976,11.44647,1.8337594
10338,6.4805093,3.255991,9.851723,5.0040684
10339,2.0075495,4.914976,11.44647,1.8337594
10340,3.7884648,3.6759849,6.079011,3.660691
10341,2.0075495,4.914976,11.44647,1.8337594
10342,8.19146,3.8292224,9.099985,2.0585675
10343,15.957407,5.048116,6.890584,3.400624
10344,1.2504948,2.9656694,7.69328,3.0059748
10345,3.7884648,3.6759849,6.079011,3.660691
10346,2.0075495,4.914976,11.44647,1.8337594
10347,1.2504948,2.9656694,7.69328,3.0059748
10348,6.3006516,4.994906,9.462547,2.2405958
10349,7.8286853,3.8515997,9.686987,3.4057186
10350,9.437145,3.581695,9.56759,3.3593168
10351,2.0075495,4.914976,11.44647,1.8337594
10352,9.4986105,4.586893,8.125534,3.8280103
10353,8.19146,3.8292224,9.099985,2.0585675
10354,2.0075495,4.914976,11.44647,1.8337594
10355,4.460943,3.8068078,8.404127,3.5879471
10356,9.130082,3.9515078,8.110789,2.9642746
10357,8.19146,3.8292224,9.099985,2.0585675
10358,9.016019,3.818353,9.003373,3.358672
10359,8.121902,3.498363,9.222426,2.83687
10360,3.7884648,3.6759849,6.079011,3.660691
10361,8.19146,3.8292224,9.099985,2.0585675
10362,8.19146,3.8292224,9.099985,2.0585675
10363,6.989159,3.8219519,9.404654,3.5038013
10364,8.19146,3.8292224,9.099985,2.0585675
10365,8.451006,3.8882697,9.770786,4.1223702
10366,9.175989,3.9582117,9.115638,5.2094216
10367,8.745088,3.9461334,9.598204,1.9831187
10368,8.19146,3.8292224,9.099985,2.0585675
10369,3.7884648,3.6759849,6.079011,3.660691
10370,7.6181884,4.1951795,8.795999,1.7936614
10371,9.078379,3.2722788,10.137611,2.8880925
10372,8.19146,3.8292224,9.099985,2.0585675
10373,3.7884648,3.6759849,6.079011,3.660691
10374,7.974873,5.710379,7.4710903,2.846195
10375,8.19146,3.8292224,9.099985,2.0585675
10376,6.5898232,5.128211,4.7489963,3.642744
10377,3.7884648,3.6759849,6.079011,3.660691
10378,8.19146,3.8292224,9.099985,2.0585675
10379,8.19146,3.8292224,9.099985,2.0585675
10380,2.0075495,4.914976,11.44647,1.8337594
10381,5.2440963,3.4010768,8.570955,3.726814
10382,7.7567315,3.8292575,9.306624,3.1557949
10383,8.19146,3.8292224,9.099985,2.0585675
10384,7.103979,3.728261,9.637432,2.6148903
10385,8.19146,3.8292224,9.099985,2.0585675
10386,2.0075495,4.914976,11.44647,1.8337594
10387,5.1126647,3.7425728,9.344506,3.2583568
10388,7.167217,4.0212812,9.016273,3.0248117
10389,6.160312,4.0944233,8.307481,3.420437
10390,8.19146,3.8292224,9.099985,2.0585675
10391,5.0330124,3.8307836,9.207626,3.7194912
10392,3.7884648,3.6759849,6.079011,3.660691
10393,7.9281588,3.545163,10.585786,3.7355874
10394,7.3810935,4.155419,11.162053,2.4273324
10395,8.19146,3.8292224,9.099985,2.0585675
10396,8.130474,3.9272773,9.426478,2.760127
10397,7.919195,3.8820705,8.938544,2.5392659
10398,8.130676,4.2975426,8.987514,2.8534036
10399,3.7884648,3.6759849,6.079011,3.660691
10400,5.151856,3.0889244,9.89728,3.699319
10401,7.955638,3.5925338,7.1430826,4.023358
10402,6.5212,4.05346,9.613475,2.8159833
10403,9.69222,3.726753,11.248686,4.5350256
10404,7.30716,3.7620673,9.515538,3.725925
10405,8.19146,3.8292224,9.099985,2.0585675
10406,8.72996,3.9330482,9.303407,3.597803
10407,8.178895,3.8695014,8.020802,3.6921735
10408,1.2504948,2.9656694,7.69328,3.0059748
10409,7.543674,4.116926,7.0233407,3.3317845
10410,3.7884648,3.6759849,6.079011,3.660691
10411,8.607589,4.2166133,8.972427,2.7886112
10412,5.3026457,3.5249052,8.904994,3.719633
10413,7.7890654,4.231556,10.082061,3.0431218
10414,7.231681,3.7851021,9.598415,2.3837392
10415,7.067593,4.2319784,9.984303,2.7755327
10416,8.19146,3.8292224,9.099985,2.0585675
10417,4.7814703,4.9950547,5.822307,1.7338837
10418,8.19146,3.8292224,9.099985,2.0585675
10419,2.0075495,4.914976,11.44647,1.8337594
10420,8.719253,3.954102,8.193773,3.6007648
10421,8.625851,4.354048,8.557625,3.3910627
10422,8.19146,3.8292224,9.099985,2.0585675
10423,3.7884648,3.6759849,6.079011,3.660691
10424,8.19146,3.8292224,9.099985,2.0585675
10425,1.2504948,2.9656694,7.69328,3.0059748
10426,6.747176,4.442916,8.477975,3.268146
10427,8.19146,3.8292224,9.099985,2.0585675
10428,9.606244,4.4764085,7.6581593,2.3730662
10429,8.03488,3.3828583,10.815057,1.9485723
10430,8.19146,3.8292224,9.099985,2.0585675
10431,8.19146,3.8292224,9.099985,2.0585675
10432,8.806979,3.770587,9.413588,1.6017059
10433,14.070178,5.734203,8.608234,2.4742584
10434,8.19146,3.8292224,9.099985,2.0585675
10435,8.19146,3.8292224,9.099985,2.0585675
10436,2.0075495,4.914976,11.44647,1.8337594
10437,16.197086,5.6964726,8.688429,3.6434247
10438,7.4863257,3.7100227,7.1530657,4.189948
10439,4.7401867,3.8752158,10.893716,2.3536592
10440,8.19146,3.8292224,9.099985,2.0585675
10441,7.465499,3.968355,8.747309,3.2845454
10442,7.7635245,3.775671,6.408278,3.5098276
10443,7.803752,3.6337013,7.636601,3.251431
10444,7.357575,3.800296,9.331528,2.1633935
10445,11.356527,4.0001965,7.9295654,3.7459683
10446,7.9562593,4.1900625,8.136208,2.8856013
10447,2.0075495,4.914976,11.44647,1.8337594
10448,8.698479,4.2525325,9.280979,4.372263
10449,8.19146,3.8292224,9.099985,2.0585675
10450,6.1632714,4.0294685,8.366041,2.5008328
10451,8.791132,3.983391,9.690912,2.90496
10452,8.19146,3.8292224,9.099985,2.0585675
10453,1.2504948,2.9656694,7.69328,3.0059748
10454,10.935414,4.4910145,9.072922,4.1868696
10455,5.200817,3.2696557,9.8598585,4.274256
10456,8.605333,3.523455,9.592448,3.1510212
10457,6.530359,3.502058,7.0097127,3.5755172
10458,7.5311913,4.0802083,8.55034,2.5967307
10459,8.517525,3.811606,10.0143,2.9224753
10460,2.0075495,4.914976,11.44647,1.8337594
10461,8.071125,3.445362,9.183082,3.1018429
10462,7.9584584,4.9111986,7.4710903,3.0332243
10463,8.19146,3.8292224,9.099985,2.0585675
10464,8.19146,3.8292224,9.099985,2.0585675
10465,9.315168,3.7850046,9.932037,1.7559866
10466,8.19146,3.8292224,9.099985,2.0585675
10467,4.397829,3.4403167,8.0227165,4.1171675
10468,6.836884,4.0744743,11.893886,2.6653154
10469,1.2504948,2.9656694,7.69328,3.0059748
10470,1.2504948,2.9656694,7.69328,3.0059748
10471,6.089128,4.212611,9.414332,2.6415517
10472,8.19146,3.8292224,9.099985,2.0585675
10473,7.9086323,3.8356025,9.610182,3.2123227
10474,8.647299,3.8566496,7.473567,4.1485066
10475,8.632095,3.1719384,9.626489,3.4703434
10476,8.064169,4.565107,12.92344,1.9416202
10477,2.0075495,4.914976,11.44647,1.8337594
10478,6.506205,3.805354,11.219244,3.0567706
10479,1.2504948,2.9656694,7.69328,3.0059748
10480,8.19146,3.8292224,9.099985,2.0585675
10481,6.989159,3.8219519,9.003266,3.5038013
10482,8.2226,4.0041037,10.2467985,3.2246525
10483,5.106516,4.200076,6.1460094,3.3270593
10484,2.0075495,4.914976,11.44647,1.8337594
10485,8.19146,3.8292224,9.099985,2.0585675
10486,1.2504948,2.9656694,7.69328,3.0059748
10487,8.731229,4.329532,9.834532,2.0186625
10488,7.631273,3.7965138,8.612094,3.9369953
10489,11.041674,4.3174577,9.117587,4.0736427
10490,8.19146,3.8292224,9.099985,2.0585675
10491,2.0075495,4.914976,11.44647,1.8337594
10492,1.2504948,2.9656694,7.69328,3.0059748
10493,5.6445303,4.3115025,10.31746,3.2899327
10494,8.19146,3.8292224,9.099985,2.0585675
10495,8.19146,3.8292224,9.099985,2.0585675
10496,8.095396,3.7192576,8.466473,3.0831428
10497,8.262354,4.5245466,9.134031,3.4794989
10498,7.673858,4.353263,9.107419,4.1486278
10499,2.0075495,4.914976,11.44647,1.8337594
10500,10.23718,3.5474913,8.118124,2.5091157
10501,8.19146,3.8292224,9.099985,2.0585675
10502,2.0075495,4.914976,11.44647,1.8337594
10503,4.921299,4.0951676,7.6463,3.925752
10504,10.711308,3.7675369,9.783837,2.1582937
10505,8.19146,3.8292224,9.099985,2.0585675
10506,8.19146,3.8292224,9.099985,2.0585675
10507,7.3918324,5.2250648,8.172453,2.3965592
10508,8.19146,3.8292224,9.099985,2.0585675
10509,7.60073,3.4666915,8.811833,2.6869795
10510,8.19146,3.8292224,9.099985,2.0585675
10511,8.19146,3.8292224,9.099985,2.0585675
10512,6.785309,3.255991,9.851723,5.0040684
10513,7.5323806,4.1067104,8.689683,2.6558251
10514,2.0075495,4.914976,11.44647,1.8337594
10515,8.19146,3.8292224,9.099985,2.0585675
10516,7.341964,3.910693,7.604078,3.3778155
10517,8.19146,3.8292224,9.099985,2.0585675
10518,2.0075495,4.914976,11.44647,1.8337594
10519,8.328827,4.3358955,8.697474,2.6373248
10520,8.19146,3.8292224,9.099985,2.0585675
10521,3.7884648,3.6759849,6.079011,3.660691
10522,7.668703,5.213122,8.117041,2.634943
10523,8.148336,4.279294,9.831579,2.8729217
10524,7.7861466,3.5371625,7.9194627,2.7519038
10525,4.9918423,2.7473733,8.426461,4.112514
10526,1.2504948,2.9656694,7.69328,3.0059748
10527,7.4763746,3.5391285,8.890633,3.092921
10528,8.19146,3.8292224,9.099985,2.0585675
10529,4.8114147,3.7346187,9.556075,3.186235
10530,8.730472,3.2722788,9.764978,2.217342
10531,9.47317,3.7840102,8.229304,3.507132
10532,8.480478,3.7427764,7.905356,3.8896124
10533,7.889992,4.7087836,8.791914,3.5652933
10534,8.061621,4.549049,9.4406805,3.7743313
10535,5.9542875,4.45588,10.534105,2.923279
10536,1.2504948,2.9656694,7.69328,3.0059748
10537,8.806979,3.8868113,9.279176,1.6558145
10538,9.175682,3.6078327,9.43953,2.8880925
10539,4.5951886,3.7346187,9.509705,3.186235
10540,8.19146,3.8292224,9.099985,2.0585675
10541,7.0432158,4.717147,8.791914,2.7445664
10542,8.234728,4.099881,9.0471325,2.3577845
10543,8.19146,3.8292224,9.099985,2.0585675
10544,8.274139,3.8766465,7.539237,3.5687406
10545,7.856094,4.0236754,8.547276,3.1988423
10546,1.2504948,2.9656694,7.69328,3.0059748
10547,5.9545765,3.1606176,9.678807,3.6243775
10548,8.19146,3.8292224,9.099985,2.0585675
10549,9.559958,3.748091,8.556181,3.1749287
10550,8.19146,3.8292224,9.099985,2.0585675
10551,8.19146,3.8292224,9.099985,2.0585675
10552,7.23577,3.9621003,9.686987,3.0414567
10553,7.4468412,3.5959806,8.24856,3.6746602
10554,8.19146,3.8292224,9.099985,2.0585675
10555,7.7560077,3.5489259,8.811889,2.483204
10556,6.487389,3.5038915,7.894628,3.961133
10557,8.19146,3.8292224,9.099985,2.0585675
10558,3.7884648,3.6759849,6.079011,3.660691
