id,rho,660_src,830_src
4024,10,0.00447,0.0
8979,10,0.38792,0.27021999999999996
4029,10,0.00195,0.0
4043,10,0.20954,0.6823600000000001
4046,10,0.01395,0.2762
4053,10,0.00914,0.9377700000000001
4056,10,0.079,0.86019
8971,10,0.006659999999999999,0.67252
4058,10,0.9999899999999999,1.0144
4070,10,0.29181,0.7291300000000001
4072,10,0.0112,0.00317
4079,10,0.02194,0.2135
4083,10,0.01876,0.8548600000000001
4085,10,0.28956,0.87469
4088,10,0.1223,0.98425
4090,10,0.0,0.22564
4093,10,0.0,0.01439
4108,10,1.00168,1.01292
4109,10,0.0,0.9226
4110,10,0.73216,0.3435
8985,10,0.06677000000000001,0.45828
4006,10,0.76741,0.29085
4003,10,0.24616999999999997,0.0
3998,10,0.0,0.09325
9008,10,0.09512000000000001,0.80101
3927,10,0.0,0.0151
3928,10,0.032310000000000005,0.89189
3929,10,0.07402,0.29470999999999997
3930,10,0.0066099999999999996,0.0
3934,10,0.06831,0.17204
3939,10,0.2286,0.26349
9006,10,0.24276,0.28888
3942,10,0.01001,0.70528
3943,10,0.9976299999999999,0.98574
9004,10,0.13847,0.58262
9002,10,0.73917,0.48878999999999995
3755,10,0.28092,0.91258
9000,10,0.27693,0.86346
3955,10,0.3086,0.050589999999999996
3957,10,0.013040000000000001,0.26918000000000003
3960,10,0.00028,0.18729
3961,10,0.05259,0.19172
3962,10,0.2172,0.9976799999999999
8998,10,0.6974899999999999,0.38277
3968,10,0.0,0.6794899999999999
8995,10,0.25521,0.13214
3972,10,0.0,0.14059000000000002
3975,10,0.05919,0.81999
3980,10,0.00399,0.9559799999999999
3986,10,0.07911,0.98154
3954,10,0.0,0.48116000000000003
3750,10,0.16875,0.9561
3740,10,0.6489199999999999,0.40088
3734,10,0.0,0.28515
9108,10,0.0025399999999999997,0.9919
3483,10,0.9803700000000001,0.99216
3487,10,0.6642600000000001,0.39152
9106,10,1.00567,1.0082
9105,10,0.01245,0.9207799999999999
3491,10,0.0013,0.99182
3497,10,0.57763,0.0
9103,10,0.0,0.5693600000000001
3503,10,0.25774,0.62222
3505,10,0.010459999999999999,0.70527
3508,10,0.65081,0.41131999999999996
3511,10,0.64662,0.6036699999999999
3517,10,0.41516000000000003,0.22430999999999998
9099,10,0.02107,0.45498
3522,10,0.0,0.3735
3523,10,0.0,1.01128
3524,10,0.01286,0.0
9096,10,0.63798,0.02385
9095,10,0.12453,0.9952799999999999
3531,10,0.01817,0.22065
3532,10,0.03885,0.22185
3541,10,0.0,0.013819999999999999
3543,10,0.03202,0.22425
3546,10,0.25456,0.9300200000000001
3548,10,0.06756000000000001,0.96598
3481,10,0.02732,0.5093
3477,10,0.56875,0.00958
3476,10,0.34246,0.09661
9110,10,0.40521,0.52998
3389,10,0.27702,0.73627
3394,10,0.0,0.20563
3395,10,0.16557,0.8822399999999999
3401,10,0.02515,0.12900999999999999
9128,10,0.0,0.66866
3408,10,0.12347000000000001,0.01856
3409,10,0.11410999999999999,0.6257199999999999
3416,10,0.0,0.22133000000000003
3419,10,0.05944,0.47913
3420,10,0.33942,0.33696
9123,10,0.00944,0.15667999999999999
9122,10,0.00122,0.78018
9090,10,0.56985,0.57296
3432,10,0.22569,0.9573200000000001
9119,10,0.0,0.77856
3444,10,0.26011,0.52512
3445,10,0.23876999999999998,0.5706600000000001
3447,10,0.21083000000000002,0.85825
3448,10,0.011359999999999999,0.8688899999999999
3449,10,0.12276,0.95409
9118,10,0.0,0.9847899999999999
3453,10,0.0,0.24089000000000002
3461,10,0.011479999999999999,0.07496
9112,10,0.0035700000000000003,0.24957
9111,10,0.0934,0.5978600000000001
3473,10,0.12367,0.66308
3437,10,0.5974,0.61438
4112,10,0.0034200000000000003,0.0189
3551,10,0.42223,0.20617
3557,10,0.021419999999999998,0.75626
3667,10,1.01787,0.9948100000000001
3671,10,0.34496,0.5291100000000001
3673,10,0.0,0.9127299999999999
9059,10,0.008790000000000001,0.8002
3679,10,0.0,0.9923799999999999
3681,10,0.20511999999999997,0.8913200000000001
3682,10,0.0,0.34841
3684,10,0.0041,0.53477
3686,10,0.0,0.45203000000000004
3693,10,0.0,0.16774
3695,10,0.8478700000000001,0.26946
9052,10,0.35559,0.7006
3698,10,0.5962,0.46603
3699,10,0.010440000000000001,0.01344
9051,10,0.30498000000000003,0.91348
3703,10,2e-05,0.21748
3707,10,0.31401,0.03299
9050,10,0.21853000000000003,0.8908
3711,10,0.4768,0.28835
3712,10,0.13132,0.87177
3713,10,1.01635,0.99629
3718,10,0.10148,0.7287100000000001
9048,10,0.0,0.98555
3723,10,0.58315,0.35789
3730,10,0.80938,0.10972
3666,10,0.06191,0.91681
3665,10,0.0,0.22039
3661,10,0.0,0.5363
3660,10,0.0,0.08909
3559,10,0.03375,0.9731200000000001
3562,10,0.0,0.45932
3581,10,0.0,0.33651
3583,10,0.23651,0.97555
3588,10,0.01923,0.9801700000000001
3590,10,0.6882699999999999,0.32129
9081,10,0.9889899999999999,0.02273
3595,10,0.07987000000000001,0.515
3597,10,0.01059,0.83741
3601,10,0.01863,0.0036
9076,10,0.01948,0.47263999999999995
9075,10,0.07366,0.9582
3552,10,0.8616,0.33311999999999997
3619,10,0.02134,0.21714
3624,10,0.015580000000000002,0.32342
3631,10,0.99466,0.9927600000000001
3632,10,0.12103,0.80608
3637,10,0.0010400000000000001,0.13499
9067,10,0.23169,0.54871
9066,10,0.40631,0.19901
9065,10,0.0,0.58062
9064,10,0.08004,0.64193
9061,10,1.00037,0.99126
3654,10,0.47678000000000004,0.19152
3655,10,0.01099,0.78267
3659,10,0.42053999999999997,0.17800000000000002
3620,10,0.02282,0.1249
4113,10,0.01707,0.15817
4114,10,0.061689999999999995,0.71031
8958,10,0.68007,0.03412
4624,10,0.72606,0.27021
4625,10,0.50235,0.48996999999999996
4627,10,0.01273,0.16215
4628,10,0.47878999999999994,0.33168000000000003
4629,10,0.04943,0.35045
4633,10,0.007370000000000001,0.36436
4636,10,0.07007999999999999,0.34829
4641,10,0.02411,0.98935
4644,10,0.19272999999999998,0.25966
4646,10,0.75398,0.51227
4647,10,0.15313,0.8509399999999999
4649,10,0.47103,0.33899999999999997
8820,10,0.00983,0.3062
8819,10,0.0,0.82605
4659,10,0.00011999999999999999,0.40043
4660,10,0.06291000000000001,0.6625800000000001
4666,10,0.34473000000000004,0.0
4671,10,0.1542,0.9126299999999999
4680,10,0.3261,0.26150999999999996
4683,10,0.11185999999999999,0.7807
4684,10,0.04723,0.99995
4685,10,0.08131000000000001,0.49394
8813,10,0.9811,0.99493
4687,10,0.48565,0.19024000000000002
4691,10,0.0,0.26053000000000004
4623,10,0.8946,0.019180000000000003
4622,10,0.13793,0.19705999999999999
4620,10,0.00672,0.0
4609,10,0.20176,0.66764
4520,10,0.21566999999999997,0.9745299999999999
4521,10,0.5102899999999999,0.00114
8847,10,0.07984,0.30208
4525,10,0.12099000000000001,0.85639
8846,10,0.05596,0.94339
4528,10,0.0,0.99065
4531,10,0.01959,0.80713
4540,10,0.02936,0.9840399999999999
4553,10,0.021480000000000003,0.90856
8839,10,0.059070000000000004,0.22876
4558,10,0.03639,1.0137399999999999
4559,10,0.009170000000000001,0.2959
4694,10,0.0,0.92876
4561,10,0.02599,0.23861999999999997
4567,10,0.23060999999999998,0.44788
4569,10,0.0,0.29536
4571,10,0.03113,0.15612
4575,10,0.00673,0.16910999999999998
4582,10,0.01608,0.0712
4583,10,0.0,0.59102
8832,10,0.10428,0.7360399999999999
4591,10,0.0,0.2538
4597,10,0.26209,0.8269200000000001
4602,10,0.32561,0.73019
4606,10,0.01277,0.02705
8827,10,0.08804,0.9400700000000001
4566,10,0.007540000000000001,0.6129399999999999
4517,10,0.18585,1.0096
4696,10,0.058460000000000005,0.29782
4703,10,0.026860000000000002,0.8283799999999999
8788,10,0.0,0.9393299999999999
4796,10,0.53767,0.38118
8784,10,0.03651,0.6927800000000001
4805,10,0.07207999999999999,0.27325
4815,10,0.20435,0.84606
4819,10,0.0025399999999999997,0.93605
4821,10,0.44177,0.39125
4829,10,0.016130000000000002,0.9581299999999999
8779,10,0.051770000000000004,0.8629100000000001
4832,10,0.10075,0.45496000000000003
4833,10,0.29936999999999997,0.69181
8777,10,0.0,0.9949
4840,10,0.2291,0.0
4843,10,0.47518,0.57831
4853,10,1.0022799999999998,0.995
4854,10,0.00373,0.7623
4857,10,1.0017,1.00031
8772,10,0.14712,0.00462
4859,10,0.0143,0.5887600000000001
4860,10,0.24351,0.52046
8771,10,0.00252,0.15224000000000001
4862,10,0.0,0.13754
4863,10,0.19438,0.9686600000000001
4865,10,0.09508,0.99735
4866,10,0.0,0.11312
4789,10,0.0069700000000000005,0.62184
8789,10,0.10929000000000001,0.46116999999999997
4779,10,0.0087,0.16344
4774,10,0.12709,0.9668899999999999
4705,10,0.78654,0.01983
4707,10,0.14728,0.84598
8808,10,0.14376,0.87013
8807,10,0.00773,0.026489999999999996
4711,10,0.011309999999999999,0.6553100000000001
4713,10,0.01955,0.20847
4715,10,0.34549,0.9088
8805,10,0.0,0.85106
4718,10,0.0,0.13713
4724,10,0.49218999999999996,0.52503
8803,10,0.08765,0.9797399999999999
4731,10,0.06831,0.8708299999999999
4699,10,0.0,0.0146
4733,10,0.56138,0.22123
8801,10,0.1324,0.9232299999999999
4746,10,0.64181,0.24169000000000002
4747,10,0.0,0.96821
8796,10,0.9245399999999999,0.0
4752,10,0.014240000000000001,0.34008
4755,10,0.027860000000000003,0.40811
4756,10,0.9853700000000001,0.9902799999999999
4758,10,0.10739000000000001,0.96978
4764,10,0.6997800000000001,0.19901
8794,10,1.01276,0.988
4768,10,0.16551,0.0
4772,10,0.29378000000000004,0.16841
4736,10,0.32639,0.7902
3388,10,0.62507,0.06031
4516,10,0.46829,0.59941
4511,10,0.0,0.01976
4227,10,1.01726,0.00132
4229,10,0.06769,1.00531
4232,10,0.02094,0.83925
4233,10,0.07516,0.38031
8927,10,0.26194,0.00925
4241,10,0.2652,0.42133999999999994
4242,10,0.0,0.99911
4243,10,0.05476,0.44598000000000004
4244,10,0.0006900000000000001,0.15175
4248,10,0.11068,0.7318899999999999
4250,10,0.03272,0.17503
8922,10,0.28063,0.19389
4253,10,0.0031,0.8217200000000001
4254,10,0.11098,0.58703
4257,10,0.1186,0.2878
8919,10,0.06289,0.9690200000000001
4265,10,0.24381999999999998,0.0
4273,10,0.029019999999999997,0.57603
4275,10,0.03943,0.25397
4277,10,0.09817999999999999,0.9843200000000001
8912,10,0.014730000000000002,0.44496
4282,10,0.02455,0.20958000000000002
4296,10,0.47921,0.18452000000000002
8907,10,0.0,0.9830899999999999
4301,10,0.09623999999999999,0.04942
4223,10,0.0,0.12365999999999999
4222,10,0.8531,0.21520999999999998
4214,10,0.0,0.9082899999999999
4211,10,0.21243,0.07432000000000001
8957,10,0.019819999999999997,0.06012000000000001
8952,10,0.0,0.56988
4136,10,0.02692,0.25663
8949,10,0.7148100000000001,0.42046000000000006
8948,10,0.23818000000000003,0.77318
4142,10,0.35846,0.8112
4145,10,0.012759999999999999,0.73624
4147,10,0.0,0.00351
4149,10,0.11635999999999999,0.9740700000000001
4161,10,0.02251,0.9897600000000001
4165,10,0.0,0.9184700000000001
4170,10,0.19471,0.26489
4304,10,0.0384,0.32243
4175,10,0.10094,0.7318
4179,10,0.36407,0.01142
4181,10,0.32538,0.65154
8939,10,0.015019999999999999,1.01577
4187,10,0.06948,0.85798
4191,10,0.017130000000000003,0.93758
4192,10,0.50794,0.33908
4194,10,0.31429,0.02316
8936,10,0.31024,0.10169
8933,10,0.0,0.21652
4205,10,0.06799,0.7098899999999999
4206,10,0.3559,0.65883
4208,10,1.0112299999999999,0.9870200000000001
4177,10,0.01855,0.9582799999999999
4515,10,0.18283,0.9733
4309,10,0.35209,0.62858
4314,10,0.03419,0.9577100000000001
4415,10,0.11534000000000001,0.6593
4419,10,0.0293,0.6278699999999999
8871,10,0.2963,0.20076
4424,10,0.0,0.46207
8869,10,0.52028,0.13057
4433,10,0.00436,0.22275999999999999
4435,10,0.6252800000000001,0.33273
4437,10,0.013340000000000001,0.5589999999999999
4443,10,0.37956,0.36833
4445,10,0.0152,0.13915999999999998
4450,10,0.05221,1.0074100000000001
4454,10,0.04074,0.20592
4458,10,1.00724,0.99621
4465,10,0.48765,0.3042
4469,10,0.01883,0.34824
4470,10,0.02159,0.5989899999999999
4477,10,0.0,0.5505399999999999
4479,10,0.0005200000000000001,0.16314
4481,10,0.009590000000000001,0.19715
8854,10,0.00648,0.59744
4486,10,0.00108,0.48265
8852,10,0.0562,0.43161000000000005
8851,10,0.06837,0.21893
4496,10,0.60665,0.026000000000000002
4498,10,0.00313,0.39744
4414,10,0.09625,0.94019
4409,10,0.00981,0.9933299999999999
4408,10,0.08527,0.40266
4405,10,0.23546999999999998,0.27879
4321,10,0.0,0.74174
4323,10,0.04607,0.82962
8900,10,0.04071,0.86482
4326,10,0.04262,0.79391
8896,10,0.32793,0.13712
4336,10,0.66087,0.39738
4339,10,0.46757,0.10071000000000001
4340,10,0.007509999999999999,0.08892
4342,10,0.00443,0.88665
4343,10,0.25359,0.8684700000000001
4344,10,0.0,0.29596999999999996
4346,10,1.01084,1.00658
4312,10,0.01353,0.8375299999999999
4350,10,0.0,0.91779
4358,10,0.10337,0.5886600000000001
4360,10,0.0,0.74637
8887,10,0.0,0.6620199999999999
4371,10,0.09484,0.62838
8884,10,0.63503,0.23028
4375,10,0.22676999999999997,0.00825
8881,10,0.11191,0.47584
4385,10,0.18191,0.41257
4389,10,0.04637,0.23935
4393,10,0.011359999999999999,0.58049
4395,10,0.0365,0.0
4397,10,0.0034200000000000003,0.8990600000000001
4353,10,0.54919,0.36313
3384,10,0.9856299999999999,0.99069
3379,10,1.0069700000000001,0.98039
3376,10,0.5159600000000001,0.50946
2338,10,0.0419,0.31749
2339,10,0.0,0.7593300000000001
2340,10,0.0,0.8176899999999999
2341,10,0.29123000000000004,0.6817300000000001
2343,10,0.08603,0.84567
2345,10,0.57245,0.45771000000000006
2347,10,0.01115,0.9297799999999999
2348,10,0.9946,0.9938899999999999
2349,10,0.014480000000000002,0.00229
2350,10,0.00941,0.73385
2351,10,0.026269999999999998,0.74721
2358,10,0.00757,1.0149
2360,10,0.73363,0.0039700000000000004
2361,10,0.04023,0.08942
9406,10,0.9878,0.9874
2370,10,0.42373,0.5462899999999999
9402,10,0.39484,0.03664
2373,10,0.0,0.83894
2374,10,0.13188,0.34746
2379,10,0.7079300000000001,0.08362
9400,10,1.0013299999999998,1.00694
2381,10,0.031010000000000003,0.61674
2387,10,0.011359999999999999,0.02568
2389,10,0.016030000000000003,0.17677
2394,10,0.17937999999999998,0.797
2337,10,0.50205,0.57675
2335,10,0.09495,0.8479700000000001
2333,10,0.9945700000000001,0.0
2331,10,0.00821,0.81577
2261,10,0.0,0.00082
2263,10,0.83541,0.06423
9429,10,0.00905,0.88939
2269,10,0.015009999999999999,0.70539
2271,10,0.0,0.0
2274,10,0.0569,0.3296
2275,10,0.17513,0.7381
2277,10,0.03032,0.23171
9426,10,0.0,0.90904
9425,10,0.0,0.12574000000000002
2291,10,0.01411,0.09219
2292,10,0.02228,0.9249200000000001
9395,10,0.0054600000000000004,0.6528
2294,10,0.64852,0.10350999999999999
2297,10,0.0,0.0
9421,10,0.34315999999999997,0.34853
2302,10,0.02365,0.09442
2303,10,0.68763,0.40143
9420,10,0.43741,0.17715
2309,10,0.01,0.09174
2318,10,0.00877,1.01744
2320,10,0.05574,0.46484
9416,10,0.31954,0.47626
9414,10,0.47673999999999994,0.16505999999999998
2324,10,0.02652,0.8294799999999999
2329,10,0.9927600000000001,0.9839600000000001
9422,10,0.29581999999999997,0.05662999999999999
2257,10,0.0,0.12663
2400,10,0.07717,0.96721
2409,10,0.0,0.5715600000000001
2510,10,0.08079,0.79538
9373,10,0.07268,0.70012
9371,10,0.48041000000000006,0.33888
2515,10,0.022019999999999998,0.86301
9370,10,0.016730000000000002,0.61544
9366,10,0.9964,0.99136
9364,10,0.16154000000000002,0.59307
2535,10,0.016909999999999998,0.57917
2536,10,0.00031,0.96921
2540,10,0.0030399999999999997,0.057260000000000005
9361,10,0.48725,0.45075
2543,10,0.46258,0.20668000000000003
9358,10,0.05331,0.5131600000000001
2555,10,0.15395999999999999,0.87502
2556,10,0.39303,0.74956
2557,10,1.01705,0.99825
9356,10,0.4063,0.8171
2563,10,0.0678,0.45651
2564,10,0.39143,0.08417999999999999
2571,10,0.15357,0.26605999999999996
2572,10,0.00403,0.062360000000000006
9352,10,0.29026,0.08918
9351,10,0.29618,0.0849
2579,10,0.01814,0.08367999999999999
9348,10,0.20788,0.46581000000000006
2506,10,0.02315,0.9444799999999999
2503,10,0.14142000000000002,0.30538000000000004
2499,10,0.14267,0.99095
2493,10,0.40449,0.12308
2411,10,1.00684,0.99264
2412,10,0.17072,0.0
2413,10,0.06484,0.39998
9390,10,0.10914000000000001,0.64178
2421,10,0.0,0.8957700000000001
2424,10,0.03085,0.88128
2428,10,0.65378,0.04699
9387,10,0.03294,0.99277
2437,10,0.16032000000000002,0.99024
2440,10,0.0,0.71573
2442,10,0.0,0.00491
2445,10,0.006690000000000001,0.96483
2407,10,0.03598,0.63155
2446,10,0.00232,0.6873
2450,10,0.0,0.9421799999999999
2453,10,1.00022,1.00342
2455,10,0.03735,0.30301
2464,10,0.9904700000000001,1.00001
2465,10,0.00185,0.94527
2469,10,0.34664,0.0
2471,10,0.00672,0.19367
2474,10,0.0,0.032
2476,10,0.06799,0.98182
2484,10,0.07481,0.71786
2485,10,0.0,0.6571199999999999
2487,10,0.0088,0.1605
2447,10,0.00725,0.78261
9346,10,0.10799,0.10545
9432,10,0.03599,0.2122
2246,10,0.0063,0.9893700000000001
1956,10,0.0034799999999999996,0.60855
1959,10,0.00235,0.55001
1960,10,0.75046,0.0
1962,10,0.66314,0.26682
1963,10,0.02914,1.00204
1965,10,0.0,0.06644
9509,10,0.00279,0.25245
1975,10,0.28425,0.1021
1978,10,0.04268,0.29999000000000003
1979,10,0.3259,0.37504
1984,10,0.18125,0.94306
9506,10,0.43691,0.0
1991,10,0.02081,0.94934
1996,10,0.0,0.8265899999999999
1998,10,0.11199,0.71972
9504,10,0.10942,0.61549
2001,10,0.0,0.9918399999999999
2005,10,0.49932,0.15098
2012,10,0.014759999999999999,0.95496
2017,10,0.45656,0.00854
2021,10,0.7437600000000001,0.30848000000000003
2022,10,0.0,0.37976
2026,10,0.0072,0.16709000000000002
2029,10,0.35005,0.66685
2030,10,0.01142,0.03298
1955,10,0.35036,0.16634000000000002
9511,10,0.00114,0.14272
1952,10,0.10404000000000001,0.71568
1949,10,0.28786999999999996,0.10636
1892,10,0.14729,0.9192899999999999
1893,10,0.0,0.6340399999999999
1894,10,0.70213,0.32750999999999997
1901,10,0.16339,0.65354
1905,10,0.07622999999999999,0.99555
1910,10,0.8129,0.27341
1913,10,0.50247,0.42905
1916,10,0.01695,0.8532200000000001
9517,10,0.11675999999999999,0.49738000000000004
1918,10,0.13829,0.83365
1922,10,0.00108,0.14001
9515,10,0.0725,0.42413
2031,10,0.5738300000000001,0.08125
1924,10,0.80569,0.36291999999999996
9514,10,0.01747,0.7047100000000001
1927,10,0.5411100000000001,0.63505
1928,10,0.8091,0.16117
1929,10,0.0,0.59609
1931,10,0.07796,0.99739
1933,10,0.0,0.56776
1935,10,0.15431,0.951
1936,10,0.98674,0.9853700000000001
1939,10,0.14459,0.31629
1940,10,0.019430000000000003,0.12528
1942,10,0.1715,0.92479
1944,10,0.0094,0.95909
1925,10,0.30778,0.08192
2247,10,0.36814,0.68639
2034,10,0.8340799999999999,0.24652
9496,10,1.01627,1.01
2148,10,0.6026100000000001,0.24806
9458,10,1.0057200000000002,0.9963700000000001
2154,10,0.5333100000000001,0.32578
2155,10,0.0,0.55115
2156,10,0.0,0.98736
2157,10,0.7049300000000001,0.21600000000000003
2158,10,0.17231,1.0055399999999999
9456,10,0.05952,0.9072399999999999
2180,10,0.028239999999999998,0.8952600000000001
2192,10,0.43157,0.28853
2194,10,0.25255,0.11392999999999999
2195,10,0.35706,0.46556000000000003
2201,10,0.0,0.4439
2202,10,0.9953,0.9944700000000001
9447,10,1.00086,0.9827600000000001
2207,10,0.16007000000000002,0.94445
2208,10,0.01226,0.60888
2212,10,0.138,0.59078
2214,10,0.02882,0.18309
2215,10,0.07207999999999999,0.98616
2223,10,0.15991,0.88107
2224,10,0.018119999999999997,0.52608
2232,10,0.025639999999999996,0.22321999999999997
2242,10,0.02103,0.25565
2243,10,0.06737,0.38387
2147,10,0.01218,0.92676
2145,10,0.27646,0.10361
2143,10,0.08071,0.68625
2141,10,0.2307,0.07067999999999999
2038,10,0.35546,0.07822
2042,10,0.25951,0.69211
2046,10,0.0,0.54614
9492,10,0.0,0.74303
2052,10,1.0013100000000001,0.00975
9490,10,0.13985999999999998,0.9829899999999999
2060,10,0.0,0.9301
2064,10,0.01376,0.01475
2066,10,0.06734,1.00431
2068,10,0.10393,0.9813200000000001
2074,10,0.017130000000000003,0.51167
2076,10,0.40921,0.22978
9497,10,0.06466000000000001,0.0
2086,10,0.10883,0.09834
2091,10,0.40359,0.00999
2093,10,0.20232999999999998,0.9746100000000001
2106,10,0.1203,0.9103100000000001
2113,10,0.07935,0.9978100000000001
2117,10,0.17540999999999998,0.92984
9467,10,0.2772,0.28023000000000003
2123,10,0.67374,0.48662
9464,10,0.0,0.7249899999999999
2129,10,0.08843999999999999,0.72875
2131,10,0.09037,0.20396
2132,10,0.0,0.0193
2138,10,0.15173,0.79651
2090,10,0.10122,0.98495
4867,10,0.02878,0.67091
9345,10,0.03613,0.14719000000000002
9341,10,0.9013700000000001,0.0
9199,10,0.00279,0.64659
3113,10,0.01023,0.30987
3118,10,0.31944,0.65627
3122,10,0.00314,0.9489
3130,10,0.01821,0.89602
3133,10,0.03988,0.7902
9191,10,0.13510999999999998,0.995
3139,10,0.01223,0.12395999999999999
3140,10,0.20117000000000002,1.0115399999999999
3145,10,1.01881,0.9817
3146,10,0.015780000000000002,0.62795
3151,10,0.00262,0.02667
3155,10,0.055229999999999994,0.9817299999999999
3156,10,0.16776,0.9122899999999999
3163,10,0.016919999999999998,0.17975
3165,10,0.0,0.9853700000000001
3167,10,1.01839,1.00156
3170,10,0.01985,0.9885799999999999
3173,10,0.00534,0.23824
3180,10,0.0,0.94475
3181,10,0.0,0.052329999999999995
3188,10,0.0591,0.40001
3190,10,0.04005,0.29388000000000003
3193,10,1.0094,0.99779
3196,10,0.06817999999999999,0.32523
3104,10,0.06253,0.20711999999999997
3100,10,0.06829,0.78777
3093,10,0.44178999999999996,0.5141899999999999
3087,10,0.0576,0.84993
2996,10,0.0,0.14619000000000001
2997,10,0.011309999999999999,0.07808999999999999
2998,10,0.08648,0.49278
3001,10,0.08273,0.46179
3002,10,0.35941,0.70814
3007,10,0.80723,0.3365
9230,10,0.00718,0.8912
3020,10,0.57624,0.40091
3021,10,0.03694,0.1946
3028,10,0.09358,0.80365
9220,10,0.1982,0.66427
3043,10,0.04736,0.24304
3198,10,0.04552,0.9882200000000001
3047,10,0.058210000000000005,0.96262
3056,10,0.0,0.0
9215,10,0.01229,0.44723999999999997
3062,10,0.07157999999999999,0.33703
3064,10,0.5878899999999999,0.00447
9214,10,0.08841,1.01379
3068,10,0.0,0.76569
3069,10,0.07006,0.48603
3073,10,0.06969,0.99518
3080,10,0.0054,0.14271
9210,10,0.00772,0.22541999999999998
9209,10,0.59127,0.40801
3084,10,0.03582,0.24143
3055,10,0.08277999999999999,0.9063
2993,10,0.0,0.35961
3203,10,0.06117,1.00265
3208,10,0.34826999999999997,0.15194000000000002
3298,10,0.0,0.02206
3299,10,0.02816,0.12130999999999999
3303,10,0.0020800000000000003,0.90412
3305,10,0.42696000000000006,0.59009
3308,10,0.08956,0.43937
9151,10,0.38069000000000003,0.65073
3312,10,0.65735,0.2253
3314,10,0.27166,0.76998
3316,10,0.0,0.26448
3327,10,0.36649,0.01813
3328,10,0.0,0.76572
3330,10,0.42585,0.0
3331,10,0.01873,0.60431
3333,10,0.17795999999999998,0.80955
3334,10,0.72601,0.013619999999999998
3337,10,1.01109,1.00607
9143,10,0.015069999999999998,0.0
9142,10,0.77792,0.4644
9141,10,0.11402000000000001,0.95731
3353,10,0.049530000000000005,0.20210999999999998
3355,10,0.0,0.61144
3365,10,0.13465,0.8496299999999999
3366,10,0.0,0.33836
3367,10,0.00774,0.50012
3372,10,0.08719,0.80245
3295,10,0.16424,0.17501
9156,10,0.05033,0.22605
3289,10,0.92305,0.00688
3285,10,1.01546,1.01473
3211,10,0.08598,0.58482
3212,10,0.13815999999999998,0.83204
3216,10,0.012190000000000001,0.0981
3218,10,0.0,0.03826
3220,10,0.9836600000000001,0.9959100000000001
9176,10,0.0,1.00971
9175,10,0.72258,0.12454000000000001
3226,10,0.0706,0.52184
3231,10,0.18412,0.47415
3232,10,0.4498,0.25892
3233,10,0.21198000000000003,0.9626
3236,10,0.22503,0.8531
3206,10,0.00047000000000000004,0.09567
9171,10,0.00799,0.68701
3241,10,0.26713000000000003,0.23728000000000002
3243,10,0.019459999999999998,0.3476
3245,10,0.9887299999999999,1.00594
3246,10,0.26779000000000003,0.7951199999999999
3248,10,0.06443,1.00565
9167,10,0.07053999999999999,0.6378699999999999
3258,10,0.45664,0.79667
9163,10,0.1099,0.96004
3274,10,0.02338,0.9034
9160,10,0.006520000000000001,0.13985
3280,10,0.00029,0.31686
3282,10,0.0,1.01271
3238,10,0.01548,0.3898
2589,10,0.0,0.0
2990,10,0.0162,0.25826
